# CLEARED — non-leaf C2, all callees C2+, reachable. Ready to hand off.
rva	name	subsystem	size	n_callees	n_callers_c2plus	best_caller	shape_hint	blocking_callees
004c5930	sub_004c5930	boot	133	2	16	00402a40	read_global_u32	
004c9cd0	RESET_FN	render	133	1	1	004d07b0	read_global_u32	
004ce8e0	FUN_004ce8e0	render	133	0	1	00498810	read_global_u32	
0041e630	FUN_0041e630	hud	134	0	1	0041e850	other	
0048ad50	FUN_0048ad50	particle	134	1	1	0040bde0	read_global_u32	
0041a8d0	FUN_0041a8d0	gameplay	135	2	1	0040d110	other	
005a7ee0	FUN_005a7ee0	audio	135	3	1	005a7b60	other	
005bdff0	FUN_005bdff0	audio	135	0	1	005bdf40	arg_getter	
0041b690	FUN_0041b690	render	136	4	1	0041bec0	other	
00458c70	FUN_00458c70	gameplay	136	1	3	0040d270	other	
004cc9f0	RwFreeListDestroy	render	136	0	16	004c0830	other	
005bfd10	FUN_005bfd10	audio	136	3	1	005bf230	other	
004b7ff0	FUN_004b7ff0	input	137	2	2	004b7fd0	other	
004c1680	FUN_004c1680	render	137	1	1	0041f8f0	other	
004584e0	FUN_004584e0	gameplay	138	2	1	00458a40	other	
0045c110	FUN_0045c110	gameplay	138	1	3	00457c10	arg_getter	
0047d330	FUN_0047d330	gameplay	138	8	1	0047f380	other	
004ccc50	FUN_004ccc50	render	138	0	4	004c8690	other	
005a9f60	FUN_005a9f60	audio	138	4	2	005aa560	other	
0041cd20	FUN_0041cd20	render	139	4	1	0041d6e0	other	
005b2190	FUN_005b2190	audio	139	2	1	005b2080	arg_getter	
0045ba10	FUN_0045ba10	vehicle	140	1	4	0045bae0	other	
005af7d0	FUN_005af7d0	audio	140	1	1	005af510	other	
0047c160	sub_0047c160	camera	141	3	1	00426ab0	other	
0048a6f0	FUN_0048a6f0	particle	141	6	1	0048a780	other	
0044e240	FUN_0044e240	gameplay	142	2	1	0044e2d0	other	
00481780	FUN_00481780	vehicle	142	1	1	0046bf50	other	
004d4f00	FUN_004d4f00	render	142	0	1	00496e40	other	
00474890	FUN_00474890	gameplay	144	2	2	0042e5b0	other	
0048e5f0	FUN_0048e5f0	particle	144	1	1	0040ce00	other	
005bcbe0	FUN_005bcbe0	audio	144	3	1	005be260	other	
004111c0	FUN_004111c0	util	145	6	1	0042c960	other	
0041ae60	FUN_0041ae60	render	145	1	1	0041af50	other	
00494fd0	FUN_00494fd0	render	145	2	1	00495080	other	
005b4150	FUN_005b4150	audio	145	1	3	005b3e60	other	
00494bc0	FUN_00494bc0	boot	146	0	1	00402a40	read_global_u32	
004c1340	FUN_004c1340	render	146	1	35	004011f0	other	
004c1480	FUN_004c1480	render	146	1	39	004011f0	other	
00421c80	FUN_00421c80	render	147	6	1	00422140	other	
0045cfe0	FUN_0045cfe0	audio	147	2	1	0045d330	other	
00463150	FUN_00463150	audio	147	4	1	004656e0	other	
00476440	FUN_00476440	util	147	2	2	0040ce00	other	
005b8130	FUN_005b8130	audio	147	0	1	005b2080	other	
00402fb0	FUN_00402fb0	hud	148	2	2	00403050	other	
0040ad90	FUN_0040ad90	gameplay	148	2	1	0040b090	other	
004cafd0	FUN_004cafd0	render	148	0	1	004d07b0	other	
00466100	FUN_00466100	audio	149	2	1	00486830	read_global_u32	
00476390	FUN_00476390	render	149	4	1	0040bbb0	other	
004cfe40	FUN_004cfe40	render	149	1	1	004c8c70	read_global_u32	
0041f120	Player::ComputeVehicleToCameraVec	util	150	1	2	00420290	arg_getter	
005aa330	FUN_005aa330	audio	151	2	1	005a9be0	other	
005aaa00	FUN_005aaa00	audio	151	2	7	00462ec0	other	
004c5890	RwTexDictionaryCreate	render	152	1	2	004cf7d0	read_global_u32	
0046d400	FUN_0046d400	render	153	1	3	00412f30	other	
00477e60	FUN_00477e60	render	154	1	2	00422570	other	
004c77c0	FUN_004c77c0	render	154	1	11	004034a0	read_global_u32	
004219f0	FUN_004219f0	util	155	3	1	00422ba0	other	
0041a400	FUN_0041a400	gameplay	156	4	1	0041a8d0	other	
00425c00	FUN_00425c00	frontend	156	5	1	004262f0	other	
00478110	FUN_00478110	render	156	5	2	00479330	other	
00482930	Replay::New	vehicle	156	3	2	00411d90	read_global_u32	
005a79a0	FUN_005a79a0	audio	156	4	3	0045e040	other	
00407cd0	FUN_00407cd0	gameplay	157	1	1	00407e20	other	
0041ffb0	FUN_0041ffb0	boot	157	4	1	00402a40	other	
0040cea0	FUN_0040cea0	track	158	8	1	0040d110	other	
0041f4f0	FUN_0041f4f0	gameplay	158	4	1	00420870	other	
004224d0	FUN_004224d0	frontend	158	1	1	00420420	other	
00485e50	FUN_00485e50	particle	158	1	1	0040ca00	other	
00550430	FUN_00550430	util	158	1	3	004624c0	read_global_u32	
004767c0	FUN_004767c0	render	159	1	1	004768a0	const_return	
004b47e0	FUN_004b47e0	render	159	2	6	00406ce0	other	
004d40d0	FUN_004d40d0	render	159	2	2	004cd070	other	
005b8090	FUN_005b8090	audio	159	0	2	005b2b00	other	
0041ac60	FUN_0041ac60	render	160	3	1	0041ad00	other	
0042a530	FUN_0042a530	render	160	2	7	00426e10	other	
005bc050	FUN_005bc050	audio	160	0	1	005bba60	other	
005bc0f0	FUN_005bc0f0	audio	160	0	1	005bbac0	other	
0049ecc0	FUN_0049ecc0	particle	161	2	1	0049c5d0	other	
004b7330	FUN_004b7330	input	161	3	1	0047b860	other	
005a9e60	FUN_005a9e60	audio	161	2	1	005aa7a0	other	
005b09c0	FUN_005b09c0	audio	161	1	1	005af8f0	other	
00476710	FUN_00476710	render	162	1	1	00476880	const_return	
005551d0	FUN_005551d0	hud	162	1	2	00554390	read_global_u32	
005ae250	FUN_005ae250	audio	162	3	3	005a9e60	other	
005bdf40	FUN_005bdf40	audio	162	2	2	005bd6f0	other	
004b7480	FUN_004b7480	input	163	3	2	0047b880	other	
005aa3d0	FUN_005aa3d0	audio	163	2	1	005a9c50	other	
005ad5f0	FUN_005ad5f0	audio	163	3	7	005aeb80	other	
00421800	FUN_00421800	render	164	4	1	00421d20	other	
0048a780	FUN_0048a780	particle	164	2	1	0040ce00	other	
00412050	FUN_00412050	render	165	3	1	00426e10	other	
00421750	FUN_00421750	render	165	3	1	00421d20	other	
00554150	FUN_00554150	hud	166	3	2	00554150	other	
004074a0	FUN_004074a0	gameplay	167	3	3	0040d270	read_global_u32	
00443d10	FUN_00443d10	ai	167	1	1	00415d00	other	
0047b8d0	FUN_0047b8d0	input	168	9	1	0047b9b0	const_return	
00494320	FUN_00494320	video	168	0	1	00494460	read_global_u32	
0041c9a0	FUN_0041c9a0	hud	169	0	1	0041ccc0	other	
0045cc80	FUN_0045cc80	audio	169	2	1	0045d330	other	
00403910	FUN_00403910	render	170	2	1	00410b30	read_global_u32	
0048ff20	FUN_0048ff20	particle	170	8	1	0040bbb0	other	
00417cf0	FUN_00417cf0	ai	171	2	1	00417da0	other	
00427be0	FUN_00427be0	render	171	6	1	00433f40	other	
005a9c50	FUN_005a9c50	audio	171	2	1	005a9ab0	other	
005bc750	FUN_005bc750	audio	171	0	1	005ba7f0	other	
005be540	FUN_005be540	audio	171	0	1	005bd6f0	arg_getter	
00493640	FUN_00493640	render	172	18	1	00493710	other	
00491e50	FUN_00491e50	render	173	1	1	00491f00	other	
004926c0	AudioTickAndAvg	boot	173	5	1	00492290	other	
00406410	FUN_00406410	gameplay	174	5	1	00406ae0	other	
0042a740	FUN_0042a740	render	174	6	1	00479330	read_global_u32	
0049f420	FUN_0049f420	particle	174	0	2	0049f4d0	other	
00425ca0	FUN_00425ca0	frontend	175	2	1	00425d50	other	
00420290	FUN_00420290	gameplay	176	3	2	00420340	other	
0045e040	FUN_0045e040	audio	176	5	2	00426b40	read_global_u32	
0047cf20	FUN_0047cf20	gameplay	176	4	3	004064c0	arg_getter	
004daa40	FUN_004daa40	render	176	1	3	004c6580	other	
005a6cb0	FUN_005a6cb0	audio	176	3	2	005a71f0	other	
005a86a0	FUN_005a86a0	audio	176	2	1	004656e0	other	
00415220	FUN_00415220	ai	177	1	3	00416250	other	
0047d180	FUN_0047d180	gameplay	177	9	7	004073b0	other	
005aa7e0	FUN_005aa7e0	audio	177	1	2	005a9f60	other	
005b3020	FUN_005b3020	audio	177	1	1	005b30e0	other	
004b4430	Camera::BuildFrame	util	178	2	3	00406ce0	other	
00441c80	FUN_00441c80	util	179	2	2	00441d40	other	
00459480	FUN_00459480	gameplay	179	5	1	0045a190	other	
004c4530	FUN_004c4530	render	179	3	1	004c2a30	other	
004ce5d0	FUN_004ce5d0	render	179	2	1	004ce480	other	
004b6640	FUN_004b6640	boot	180	3	1	004b6540	read_global_u32	
004013f0	FUN_004013f0	hud	181	7	1	00429bd0	read_global_u32	
004278d0	FUN_004278d0	render	181	7	1	00433f40	other	
004014b0	FUN_004014b0	boot	182	7	1	00402a40	read_global_u32	
0041ec00	FUN_0041ec00	gameplay	182	6	2	0040cf80	other	
00418e70	FUN_00418e70	gameplay	183	6	1	0041a180	other	
004728f0	FUN_004728f0	gameplay	184	2	1	0044c4f0	other	
00475d90	FUN_00475d90	render	184	1	1	0040bd00	read_global_u32	
004b9730	FUN_004b9730	input	185	5	1	004c0510	other	
005a7460	FUN_005a7460	audio	185	3	3	005a6f30	other	
005ab560	FUN_005ab560	audio	185	2	3	005ab190	other	
005b6760	FUN_005b6760	audio	185	1	1	005b6710	other	
0040da50	FUN_0040da50	util	186	7	1	0040fc00	other	
00474e70	FUN_00474e70	render	186	1	2	00412620	other	
00475770	FUN_00475770	render	186	1	1	00405540	other	
004ce2d0	FUN_004ce2d0	render	186	2	6	004283a0	read_global_u32	
0042c090	FUN_0042c090	render	187	1	1	00433f40	other	
005a5d90	FUN_005a5d90	audio	187	3	1	005a5d60	other	
004cdd60	FUN_004cdd60	render	188	2	11	00498810	other	
0040ae30	FUN_0040ae30	gameplay	189	4	1	0040b090	other	
00465e80	FUN_00465e80	audio	189	5	3	00406070	other	
0042d4a0	FUN_0042d4a0	render	190	5	1	0042d560	other	
00471df0	FUN_00471df0	boot	190	1	2	0040cfd0	other	
0052aa40	FUN_0052aa40	util	190	0	1	00522b50	other	
005b9460	FUN_005b9460	audio	190	5	1	005b8be0	other	
00451990	FUN_00451990	gameplay	191	2	2	00451ad0	other	
0045cb20	FUN_0045cb20	gameplay	191	5	2	0045cc80	other	
00465f40	FUN_00465f40	audio	191	3	1	0045a590	other	
00476650	FUN_00476650	render	191	1	1	00476860	const_return	
0049cfb0	FUN_0049cfb0	util	191	0	1	0049ec10	other	
00406070	FUN_00406070	gameplay	192	3	1	00406410	other	
00419100	FUN_00419100	gameplay	192	0	1	0041a180	other	
005aa900	FUN_005aa900	audio	192	1	1	005aa560	other	
005bf710	FUN_005bf710	audio	192	4	1	005be260	other	
00434720	FUN_00434720	frontend	193	1	1	0043bf30	other	
00458d00	FUN_00458d00	gameplay	193	2	2	00458e00	other	
00483ed0	FUN_00483ed0	vehicle	193	11	1	00484000	other	
0048a060	FUN_0048a060	particle	194	1	1	0048a130	other	
005aac20	FUN_005aac20	audio	194	2	1	005aacf0	other	
00556d70	FUN_00556d70	hud	195	3	1	00427ca0	read_global_u32	
0043bf30	FUN_0043bf30	frontend	196	14	1	0043c5b0	read_global_u32	
004cd070	RwRenderPrimitiveSubmit	render	196	3	12	004228f0	other	
0040e590	FUN_0040e590	util	197	7	1	004102f0	read_global_u32	
004b48e0	FUN_004b48e0	render	197	9	1	0041eaa0	other	
004d7ca0	FUN_004d7ca0	render	197	2	2	004c3270	read_global_u32	
004072e0	FUN_004072e0	render	198	2	1	00410b30	other	
00492370	sub_00492370	boot	198	15	1	004a4bb7	other	
004cd430	FUN_004cd430	render	198	6	4	004729b0	other	
005bcab0	FUN_005bcab0	audio	198	1	1	005bc920	other	
0047a020	FUN_0047a020	vehicle	199	3	1	00426e10	other	
004cce20	FUN_004cce20	render	199	1	1	004c32b0	other	
005b03e0	FUN_005b03e0	audio	199	1	1	005b0360	other	
0042c960	CameraTransitionStateMachine	render	200	3	1	0043c000	read_global_u32	
0040d040	Course::ValidateCarsFinished	util	201	4	1	0040d270	other	
00496c10	FUN_00496c10	render	202	2	1	0047b9e0	other	
005acda0	FUN_005acda0	audio	202	3	1	005a6f30	other	
005b1500	FUN_005b1500	audio	203	3	2	005b1260	other	
0043df00	FUN_0043df00	frontend	204	4	1	004030d0	other	
0047ea60	FUN_0047ea60	vehicle	204	6	1	004704c0	abs_table_get_idx4	
0049ef60	FUN_0049ef60	particle	204	3	1	0049dcb0	other	
00555f20	FontCtx_BuildExtTable	hud	204	0	3	00555af0	arg_getter	
004491e0	SkyDomeUpdatePos	render	205	4	1	004492b0	other	
00553f40	FontGlyph_UploadData	hud	205	5	4	00553f40	other	
004656e0	FUN_004656e0	audio	206	5	1	0045d1e0	other	
0047f380	FUN_0047f380	gameplay	206	10	1	0047f450	read_global_u32	
00403c60	FUN_00403c60	hud	207	1	1	00404320	other	
00448e20	FUN_00448e20	render	207	3	1	00448ef0	other	
00458a40	FUN_00458a40	gameplay	207	3	1	00459000	other	
005a8890	FUN_005a8890	audio	207	2	1	00462dd0	read_global_u32	
005af070	FUN_005af070	audio	207	2	1	005aefc0	other	
0040c5b0	FUN_0040c5b0	gameplay	209	1	1	0040ce00	other	
0046c5f0	FUN_0046c5f0	vehicle	210	1	3	0046da80	other	
00472740	FUN_00472740	gameplay	210	1	1	0048b230	other	
004d3db0	FUN_004d3db0	render	210	4	1	004d8530	read_global_u32	
0045c030	FUN_0045c030	gameplay	211	3	1	00487280	other	
004768c0	FUN_004768c0	render	211	4	17	00413bb0	other	
005a9d00	FUN_005a9d00	audio	211	6	3	005a62b0	other	
00414220	FUN_00414220	util	213	2	1	00417750	other	
00477f50	FUN_00477f50	render	213	1	3	00422570	other	
004095a0	FUN_004095a0	gameplay	214	3	2	004096a0	other	
00414490	FUN_00414490	ai	214	3	1	00414c30	other	
004587a0	FUN_004587a0	vehicle	214	10	1	0045bae0	other	
00546b10	FUN_00546b10	vehicle	214	1	3	004829d0	other	
0045d250	FUN_0045d250	audio	215	7	1	0045d330	other	
00555830	FUN_00555830	hud	215	4	4	00427620	other	
00411f30	FUN_00411f30	vehicle	216	10	1	0045bae0	other	
0049de90	FUN_0049de90	particle	216	4	2	0049ebc0	other	
00555280	FontSys_ShutdownContextPool	hud	216	3	1	00552b90	other	
00420340	FUN_00420340	gameplay	217	5	1	00420870	other	
004892c0	FUN_004892c0	particle	218	3	2	00485d90	other	
00458b10	FUN_00458b10	gameplay	219	2	1	0045b990	read_global_u32	
0049f4d0	FUN_0049f4d0	particle	219	3	1	0049f5b0	other	
005554d0	FUN_005554d0	hud	219	1	4	00427680	other	
004dcaa0	FUN_004dcaa0	render	220	0	3	004dc9e0	read_global_u32	
0040b540	FUN_0040b540	util	221	1	2	0041cc50	other	
00405460	FUN_00405460	util	223	3	1	004102f0	read_global_u32	
00407be0	FUN_00407be0	gameplay	225	1	1	00407e20	other	
004c4dc0	FUN_004c4dc0	util	225	1	18	00406ce0	other	
004298e0	TimeDisplay::InitForLap	hud	226	2	1	0040e560	other	
00465940	FUN_00465940	audio	228	5	2	004064c0	other	
00465a30	FUN_00465a30	audio	228	5	1	004661f0	other	
0046d570	FUN_0046d570	ai	228	2	3	0040ca00	other	
00486370	FUN_00486370	particle	228	2	1	004864f0	other	
0047ba20	FUN_0047ba20	gameplay	230	1	1	0047bb10	other	
005b6820	FUN_005b6820	audio	230	1	1	005b66c0	other	
00477920	FUN_00477920	util	231	2	1	0040fc00	other	
004c5cb0	FUN_004c5cb0	render	231	2	8	0040bbb0	read_global_u32	
004cc400	FUN_004cc400	render	231	4	4	004cc5e0	other	
0041a9d0	FUN_0041a9d0	render	232	2	1	0041ad00	other	
00427f00	FUN_00427f00	hud	233	7	3	004335f0	other	
00465b20	FUN_00465b20	audio	233	5	1	004661f0	other	
0047f290	FUN_0047f290	gameplay	233	9	1	004074a0	read_global_u32	
005a6b70	FUN_005a6b70	audio	233	3	1	005a71f0	other	
005ab620	FUN_005ab620	audio	233	3	1	005ab180	arg_getter	
004c5680	FUN_004c5680	render	234	1	1	004c5470	other	
0047be80	FUN_0047be80	track	235	2	1	0047bf70	other	
0040b090	sub_0040b090	render	236	9	1	00426ab0	other	
00425d50	FUN_00425d50	util	236	3	1	0040fc00	arg_getter	
0047d240	VehiclePhysicsBodyPlace	vehicle	236	9	1	0047d3c0	other	
005af510	FUN_005af510	audio	236	7	1	005af010	other	
004073b0	FUN_004073b0	util	237	4	2	00407800	other	
004273e0	FUN_004273e0	frontend	237	2	1	0042c090	other	
00484cf0	FUN_00484cf0	world-objects	237	2	11	0041f710	read_global_u32	
0048a4e0	FUN_0048a4e0	particle	238	6	2	004818d0	other	
0044e0a0	FUN_0044e0a0	util	239	6	1	00422ba0	other	
00493390	FUN_00493390	util	239	1	1	00493480	other	
004ce390	FUN_004ce390	render	240	1	1	004ce970	read_global_u32	
004d8eb0	RwResourcesDrainArena	render	240	1	1	004d8b70	read_global_u32	
005ac650	FUN_005ac650	audio	240	1	4	005acda0	other	
0044d5e0	DepthChargePathSafetyCheck	powerups	241	2	2	00457650	other	
004b67e0	FUN_004b67e0	render	241	2	2	004b6940	other	
00412e30	FUN_00412e30	render	244	2	1	00412f30	other	
004cc5e0	FUN_004cc5e0	render	244	4	29	00409710	other	
00466a50	FUN_00466a50	audio	245	9	1	00467010	read_global_u32	
0041b340	FUN_0041b340	hud	246	0	1	0041b630	other	
00427e00	FUN_00427e00	frontend	246	9	23	00402fb0	other	
0045d0e0	FUN_0045d0e0	gameplay	247	4	1	0045d1e0	other	
00427680	FontText_ComputeScreenXY	hud	248	3	4	00427e00	other	
00492e90	FUN_00492e90	boot	248	4	1	00492290	other	
0049dd60	FUN_0049dd60	video	248	2	1	0049ec10	other	
00442ce0	VehicleRubberBandSpeedModifier	vehicle	249	2	1	0046ddb0	other	
0044c4f0	FUN_0044c4f0	render	250	4	1	0044c8b0	other	
00466000	FUN_00466000	audio	250	4	1	00486830	read_global_u32	
0048eac0	FUN_0048eac0	particle	250	2	1	0040bbb0	other	
005ad320	FUN_005ad320	audio	251	1	2	005a9de0	other	
00465ca0	FUN_00465ca0	audio	252	5	4	00405ab0	read_global_u32	
004db2e0	FUN_004db2e0	render	252	6	1	004df120	other	
0047f840	FUN_0047f840	physics	254	13	1	00480340	other	
00484f70	FUN_00484f70	world-objects	254	0	1	00485070	other	
004ccce0	FUN_004ccce0	render	254	0	1	004d7ca0	other	
005abd30	FUN_005abd30	audio	255	7	2	005abfa0	other	
00453100	FUN_00453100	gameplay	258	6	1	004538b0	other	
00558b40	FUN_00558b40	gameplay	258	1	3	004197e0	other	
0041c410	FUN_0041c410	render	260	1	1	0041cc50	other	
004b5080	FUN_004b5080	render	260	3	8	00418bd0	other	
00405f60	FUN_00405f60	gameplay	261	3	1	00406ae0	other	
00448cb0	FUN_00448cb0	render	261	3	1	00448ef0	other	
005bd500	FUN_005bd500	audio	261	1	2	005bd500	other	
00421a90	FUN_00421a90	render	262	6	1	00421ba0	other	
004069d0	FUN_004069d0	gameplay	264	3	1	00406ce0	other	
005b2080	FUN_005b2080	audio	266	3	1	005b7980	other	
004829d0	Replay::WriteFrame	vehicle	267	1	2	00411600	other	
005af8f0	FUN_005af8f0	audio	268	6	1	005af510	other	
004ceba0	FUN_004ceba0	render	271	2	1	004cdf20	other	
004d4910	FUN_004d4910	render	271	2	2	004d4380	other	
0041f770	FUN_0041f770	gameplay	272	4	1	00420870	other	
00490380	FUN_00490380	util	272	3	2	0040ce00	other	
00414f00	FUN_00414f00	ai	274	8	2	00416250	other	
00458e00	FUN_00458e00	gameplay	274	4	2	00405730	other	
00475c10	FUN_00475c10	util	274	5	2	0040ce00	read_global_u32	
0048f9f0	FUN_0048f9f0	particle	275	7	1	0040ce00	other	
00498c00	VideoModeTableInit	render	276	9	1	00499400	other	
005b29e0	FUN_005b29e0	audio	277	0	2	005b3300	other	
00403db0	FUN_00403db0	render	278	1	1	00404320	other	
0045a590	FUN_0045a590	gameplay	278	5	1	0045ae80	other	
00499ba0	sub_00499ba0	boot	278	3	1	00492370	other	
0044bc30	FUN_0044bc30	render	279	2	1	0044bfa0	other	
00426340	FUN_00426340	track	280	10	1	0040d270	other	
00459290	FUN_00459290	vehicle	280	9	1	0045bae0	other	
0041f3d0	FUN_0041f3d0	gameplay	281	4	1	00420870	other	
004864f0	FUN_004864f0	particle	282	3	2	00457100	other	
004b8340	FUN_004b8340	input	282	5	1	004b7250	other	
00487020	FUN_00487020	render	284	5	3	004064c0	other	
004927c0	FUN_004927c0	vehicle	284	0	1	004929d0	other	
004967e0	FUN_004967e0	input	284	7	2	00429290	other	
0041a060	FUN_0041a060	gameplay	285	13	1	00418980	other	
004729b0	FUN_004729b0	render	286	4	1	00472ad0	other	
0048f780	FUN_0048f780	particle	287	1	2	004064c0	other	
005ad420	FUN_005ad420	audio	287	3	7	005aeb30	other	
005bbdb0	FUN_005bbdb0	audio	287	1	3	005ba1d0	other	
0040d470	FUN_0040d470	util	288	5	2	0040fc00	read_global_u32	
00422160	FUN_00422160	render	289	6	1	00422290	other	
004430e0	FUN_004430e0	render	289	1	1	00443210	other	
00477a10	FUN_00477a10	render	290	5	1	00410b30	other	
005aa200	FUN_005aa200	audio	290	2	1	005a62b0	other	
005bf8f0	FUN_005bf8f0	audio	290	1	2	005c0360	other	
004d4dd0	FUN_004d4dd0	render	291	4	6	00496d60	other	
005b3a00	FUN_005b3a00	audio	291	4	2	005b3b30	other	
00402a40	sub_00402a40	boot	293	43	1	00492370	other	
005bac00	FUN_005bac00	audio	294	1	2	005ba1d0	other	
004880a0	FUN_004880a0	sky	295	4	1	004881d0	other	
005b6910	FUN_005b6910	audio	296	1	1	005b6710	other	
0042f8d0	MenuMenusBC	frontend	297	1	2	0043a610	other	
005a9ab0	FUN_005a9ab0	audio	297	3	1	005a62b0	other	
00418aa0	FUN_00418aa0	render	299	5	1	004197e0	other	
0042f530	sub_0042f530	render	299	4	1	0042f660	other	
00430120	FUN_00430120	frontend	300	1	1	0043bf30	other	
004b59c0	FUN_004b59c0	render	300	3	2	004072e0	other	
0042bcb0	FUN_0042bcb0	frontend	303	3	3	004335f0	other	
0045c350	Bezier::Interpolate	util	303	5	6	00405920	arg_getter	
004858c0	FUN_004858c0	smplfzx	305	1	1	004850e0	other	
00427990	FUN_00427990	render	306	7	1	00433f40	other	
005bbc10	FUN_005bbc10	audio	306	1	1	005ba1d0	other	
005ad770	FUN_005ad770	audio	307	7	4	005ad910	other	
0045e160	FUN_0045e160	render	308	1	1	00462950	other	
00401da0	FUN_00401da0	frontend	309	6	1	00401ee0	other	
0047bf70	FUN_0047bf70	track	309	5	1	0047c0f0	other	
00413a40	FUN_00413a40	render	310	0	1	00410b30	read_global_u32	
004d5190	FUN_004d5190	render	310	2	1	004d4f90	other	
004ccf20	FUN_004ccf20	render	312	0	2	004c3270	read_global_u32	
00412cf0	FUN_00412cf0	hud	313	3	1	00412f30	other	
0040d110	FUN_0040d110	track	320	11	1	0040d270	other	
00496ec0	FUN_00496ec0	render	320	2	1	00497060	other	
005adc10	FUN_005adc10	audio	321	9	1	005add60	other	
00491340	FUN_00491340	render	323	3	1	00491490	other	
004c51a0	RwMatrixTranslate	render	323	2	43	004019d0	other	
004011f0	FUN_004011f0	hud	325	9	1	004013f0	other	
004cf160	FUN_004cf160	render	325	1	1	004c2fb0	other	
00421160	FUN_00421160	render	327	4	1	004212b0	other	
0044c5f0	FUN_0044c5f0	render	328	5	1	0044c920	other	
004ce790	FUN_004ce790	render	328	0	1	00493600	other	
005abe30	FUN_005abe30	audio	328	6	1	005bbac0	other	
0041fcc0	TireMarkRender	render	329	9	1	00420050	other	
00472b10	FUN_00472b10	render	331	0	1	0042c010	other	
0049fcc0	FUN_0049fcc0	particle	331	1	1	0049e6c0	other	
0048f8a0	FUN_0048f8a0	particle	332	8	1	0040ce00	other	
004ce480	FUN_004ce480	render	333	2	2	004ce390	other	
00427ff0	FontText_DrawTextRotated	hud	334	11	1	0042ed70	other	
0040d8f0	FUN_0040d8f0	gameplay	337	9	1	0040da50	read_global_u32	
0048cf90	FUN_0048cf90	particle	337	2	1	0040c690	other	
004818d0	FUN_004818d0	vehicle	339	6	1	00481a30	other	
00428140	FUN_00428140	frontend	340	9	1	0043c5b0	other	
00499400	VideoSettingsDispatcher	save	341	5	1	004951f0	other	
004041c0	FUN_004041c0	render	343	2	1	00404320	other	
004cb330	FUN_004cb330	render	344	0	1	00499d90	other	
004764f0	FUN_004764f0	util	347	3	3	00476650	other	
00498a00	FUN_00498a00	render	349	2	3	00498d60	other	
004d9ba0	FUN_004d9ba0	render	349	1	2	004d9530	arg_getter	
0046da80	VehicleTrackInteraction	vehicle	350	5	1	00470c70	other	
00552e40	FontCtx_FlushMatrix	hud	350	5	2	00554940	read_global_u32	
004264d0	FUN_004264d0	track	351	12	1	0040d270	other	
004627f0	FUN_004627f0	audio	351	13	1	004669b0	other	
0046dc20	VehicleOOBDebugDraw	vehicle	351	1	1	00470c70	other	
00485c20	FUN_00485c20	smplfzx	353	1	2	00485e50	other	
00555360	FUN_00555360	hud	353	2	1	00552b60	read_global_u32	
005b3300	FUN_005b3300	audio	354	4	1	005b7e20	other	
0047fad0	FUN_0047fad0	gameplay	356	16	4	00407800	other	
004b42c0	FUN_004b42c0	render	356	6	7	004011f0	other	
00441820	CameraPath::SamplePoint	util	357	6	1	00446520	other	
0048ae00	FUN_0048ae00	particle	357	15	1	0040bbb0	other	
0048f420	FUN_0048f420	render	364	1	1	00490500	other	
0047fe00	FUN_0047fe00	physics	368	14	1	00480340	other	
0047bb10	FUN_0047bb10	gameplay	370	3	1	0047c160	other	
004775b0	FUN_004775b0	render	372	8	1	0040bbb0	other	
005ace70	FUN_005ace70	audio	374	3	3	005acda0	other	
004ce970	FUN_004ce970	render	375	4	1	004c6750	arg_getter	
004d6ce0	FUN_004d6ce0	render	375	0	3	004d07b0	other	
004046a0	FUN_004046a0	util	377	3	1	0040ddb0	other	
00453730	FUN_00453730	gameplay	377	9	1	004538b0	other	
004c52f0	RwMatrixCombine	render	378	2	11	00406ce0	other	
004cf2b0	FUN_004cf2b0	render	378	6	1	00478110	other	
00472dc0	FUN_00472dc0	frontend	379	2	2	00439210	other	
0041f590	FUN_0041f590	gameplay	384	2	1	00420870	other	
004288a0	FUN_004288a0	frontend	386	3	1	00428a30	other	
0047f940	FUN_0047f940	physics	386	14	1	00480340	other	
0047ff70	FUN_0047ff70	physics	386	14	1	00480340	other	
0048b960	FUN_0048b960	particle	387	8	1	0040ce00	other	
005bc920	FUN_005bc920	audio	387	4	2	005be260	other	
0048f290	FUN_0048f290	render	389	2	1	00490500	other	
00442440	FUN_00442440	util	391	4	1	004464c0	other	
00473220	FUN_00473220	render	394	2	2	00428d30	other	
004733b0	FUN_004733b0	render	394	2	1	00473ee0	other	
00484de0	FUN_00484de0	world-objects	394	0	1	00485070	other	
004cefd0	FUN_004cefd0	render	395	2	1	004c6ba0	arg_getter	
00554200	FUN_00554200	hud	397	7	2	00554200	read_global_u32	
00405920	FUN_00405920	gameplay	398	7	2	00405f60	other	
00414300	FUN_00414300	ai	398	2	2	00414a70	other	
004809e0	VehicleRespawnTeleport	vehicle	398	9	1	00470c70	other	
004228f0	FUN_004228f0	render	399	4	1	00420050	const_return	
0041aac0	FUN_0041aac0	render	403	2	1	0041ad00	other	
005baa60	FUN_005baa60	audio	404	1	2	005ba7f0	other	
00441990	FUN_00441990	util	407	4	1	00448220	other	
0048b7c0	FUN_0048b7c0	particle	407	8	1	0048b960	other	
0040aef0	FUN_0040aef0	gameplay	409	3	1	0040b090	other	
0042c7c0	FUN_0042c7c0	util	409	1	1	00429660	other	
