rw_name	module	return_type	arg_signature	source_file	line	also_in
_rwD3D9VSGetWorldNormalizedMultiplyTransposeMatrix	internal-rw	void	void* worldMultiplyMatrix, const RwMatrix* matrix	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	38	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
_rwD3D9VSGetWorldNormalizedTransposeMatrix	internal-rw	void		re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	46	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
_rwD3D9VSGetWorldNormalizedViewMultiplyTransposeMatrix	internal-rw	void	void* worldViewMultiplyMatrix, const RwMatrix* matrix	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	42	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
_rwD3D9VSGetWorldViewMatrix	internal-rw	void		re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	18	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
_rwD3D9VSGetWorldViewMultiplyTransposeMatrix	internal-rw	void	void* worldViewMultiplyMatrix, const RwMatrix* matrix	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	34	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
_rwD3D9VSGetWorldViewTransposedMatrix	internal-rw	void		re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	14	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
_rwD3D9VSSetActiveWorldMatrix	internal-rw	void	const RwMatrix* worldMatrix	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	6	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
_rwDeviceRegisterPlugin	internal-rw	RwBool	void	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwcore.cpp	812	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwcore.h
_rwFrameCloneAndLinkClones	internal-rw	RwFrame*	RwFrame* root	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwcore.cpp	957	
_rwFrameDeInit	internal-rw	RwBool	RwFrame* frame	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwcore.cpp	933	
_rwFrameInit	internal-rw	RwBool	RwFrame* frame	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwcore.cpp	929	
_rwFrameListDeinitialize	internal-rw	rwFrameList*	rwFrameList* frameList	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwcore.cpp	1041	
_rwFrameListFindFrame	internal-rw	RwBool	const rwFrameList* frameList, const RwFrame* frame, RwInt32* npIndex	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwcore.cpp	1037	
_rwFrameListInitialize	internal-rw	rwFrameList*	rwFrameList* frameList, RwFrame* frame	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwcore.cpp	1033	
_rwFrameListStreamGetSize	internal-rw	RwUInt32	const rwFrameList* frameList	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwcore.cpp	1045	
_rwFrameListStreamRead	internal-rw	rwFrameList*	RwStream* stream, rwFrameList* fl	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwcore.cpp	1049	
_rwFrameListStreamWrite	internal-rw	const rwFrameList*	const rwFrameList* frameList, RwStream* stream	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwcore.cpp	1053	
_rwFramePurgeClone	internal-rw	RwFrame*	RwFrame* root	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwcore.cpp	961	
_rwFrameSyncDirty	internal-rw	RwBool	void	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwcore.cpp	969	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwcore.h
_rwFrameSyncHierarchyLTM	internal-rw	void	RwFrame* frame	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwcore.cpp	973	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwcore.h
_rwFreeListCreate	internal-rw	RwFreeList*	RwInt32 entrySize, RwInt32 entriesPerBlock, RwInt32 alignment, RwUInt32 hint, const RwChar* fileCreate, RwUInt32 lineCreate	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwplcore.cpp	9	
_rwIm3DGetPool	internal-rw	rwIm3DPool*		re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwcore.cpp	552	
_rwImageSwapPath	internal-rw	void	RwChar **path, RwInt32 *size	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwcore.h	2425	
_rwIntelMMXsupported	internal-rw	RwBool	void	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwcore.h	4059	
_rwIntelSSE2supported	internal-rw	RwBool	void	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwcore.h	4061	
_rwIntelSSEsupported	internal-rw	RwBool	void	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwcore.h	4060	
_rwInvSqrt	internal-rw	RwReal	const RwReal num	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwplcore.cpp	269	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwplcore.h
_rwMatrixDeterminant	internal-rw	RwReal	const RwMatrix* matrix	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwplcore.cpp	217	
_rwMatrixIdentityError	internal-rw	RwReal	const RwMatrix* matrix	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwplcore.cpp	229	
_rwMatrixNormalError	internal-rw	RwReal	const RwMatrix* matrix	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwplcore.cpp	221	
_rwMatrixOrthogonalError	internal-rw	RwReal	const RwMatrix* matrix	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwplcore.cpp	225	
_rwObjectHasFrameReleaseFrame	internal-rw	void	void *object	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwcore.cpp	965	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwcore.h
_rwObjectHasFrameSetFrame	internal-rw	void	void *object, RwFrame *frame	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwcore.cpp	1169	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwcore.h
_rwPluginRegistryAddPlgnStrmRightsCB	internal-rw	RwInt32	RwPluginRegistry* reg, RwUInt32 pluginID, RwPluginDataChunkRightsCallBack rightsCB	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwplcore.cpp	129	
_rwPluginRegistryAddPlgnStrmlwysCB	internal-rw	RwInt32	RwPluginRegistry* reg, RwUInt32 pluginID, RwPluginDataChunkAlwaysCallBack alwaysCB	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwplcore.cpp	125	
_rwPluginRegistryAddPlugin	internal-rw	RwInt32	RwPluginRegistry* reg, RwInt32 size, RwUInt32 pluginID, RwPluginObjectConstructor constructCB, RwPluginObjectDestructor destructCB, RwPluginObjectCopy copyCB	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwplcore.cpp	101	
_rwPluginRegistryAddPluginStream	internal-rw	RwInt32	RwPluginRegistry* reg, RwUInt32 pluginID, RwPluginDataChunkReadCallBack readCB, RwPluginDataChunkWriteCallBack writeCB, RwPluginDataChunkGetSizeCallBack getSizeCB	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwplcore.cpp	121	
_rwPluginRegistryCopyObject	internal-rw	const RwPluginRegistry*	const RwPluginRegistry* reg, void* dstObject, const void* srcObject	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwplcore.cpp	117	
_rwPluginRegistryDeInitObject	internal-rw	const RwPluginRegistry*	const RwPluginRegistry* reg, void* object	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwplcore.cpp	113	
_rwPluginRegistryGetPluginOffset	internal-rw	RwInt32	const RwPluginRegistry* reg, RwUInt32 pluginID	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwplcore.cpp	105	
_rwPluginRegistryGetSize	internal-rw	RwInt32	const RwPluginRegistry* reg, const void* object	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwplcore.cpp	145	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwplcore.h
_rwPluginRegistryInitObject	internal-rw	const RwPluginRegistry*	const RwPluginRegistry* reg, void* object	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwplcore.cpp	109	
_rwPluginRegistryInvokeRights	internal-rw	const RwPluginRegistry*	const RwPluginRegistry* reg, RwUInt32 id, void* obj, RwUInt32 extraData	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwplcore.cpp	149	
_rwPluginRegistryReadDataChunks	internal-rw	const RwPluginRegistry*	const RwPluginRegistry* reg, RwStream* stream, void* object	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwplcore.cpp	133	
_rwPluginRegistrySetStaticPluginsSize	internal-rw	RwBool	RwPluginRegistry* reg, RwInt32 size	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwplcore.cpp	97	
_rwPluginRegistrySkipDataChunks	internal-rw	const RwPluginRegistry*	const RwPluginRegistry* reg, RwStream* stream	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwplcore.cpp	141	
_rwPluginRegistryWriteDataChunks	internal-rw	const RwPluginRegistry*	const RwPluginRegistry* reg, RwStream* stream, const void* object	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwplcore.cpp	137	
_rwResourcesPurge	internal-rw	void	void	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwplcore.cpp	433	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwplcore.h
_rwSListCreate	internal-rw	RwSList*	RwInt32 size, RwUInt32 hint	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwplcore.cpp	277	
_rwSListDestroy	internal-rw	RwBool	RwSList* sList	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwplcore.cpp	281	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwplcore.h
_rwSListDestroyArray	internal-rw	RwBool	RwUInt8 *array	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwplcore.h	4987	
_rwSListDestroyEndEntries	internal-rw	void	RwSList* sList, RwInt32 amount	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwplcore.cpp	285	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwplcore.h
_rwSListDestroyEntry	internal-rw	RwBool	RwSList *sList, RwInt32 entry	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwplcore.h	4989	
_rwSListEmpty	internal-rw	void	RwSList *sList	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwplcore.h	4990	
_rwSListGetBegin	internal-rw	void*	RwSList* sList	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwplcore.cpp	301	
_rwSListGetEnd	internal-rw	void*	RwSList* sList	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwplcore.cpp	305	
_rwSListGetEntry	internal-rw	void*	RwSList* sList, RwInt32 entry	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwplcore.cpp	289	
_rwSListGetNewEntry	internal-rw	void*	RwSList* sList, RwUInt32 hint	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwplcore.cpp	293	
_rwSListGetNumEntries	internal-rw	RwInt32	const RwSList* sList	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwplcore.cpp	297	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwplcore.h
_rwSListReleaseArray	internal-rw	RwBool	RwSList *sList	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwplcore.h	4997	
_rwSqrt	internal-rw	RwReal	const RwReal num	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwplcore.cpp	265	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwplcore.h
_rwStreamInitialize	internal-rw	RwStream*	RwStream* stream, RwBool rwOwned, RwStreamType type, RwStreamAccessType accessType, const void* data	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwplcore.cpp	45	
_rwStreamWriteVersionedChunkHeader	internal-rw	RwStream*	RwStream* stream, RwInt32 type, RwInt32 size, RwUInt32 version, RwUInt32 buildNum	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwplcore.cpp	441	
_rwStringClose	internal-rw	void		re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwplcore.cpp	73	
_rwStringDestroy	internal-rw	RwBool	RwChar* string	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwplcore.cpp	77	
_rwStringOpen	internal-rw	RwBool		re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwplcore.cpp	69	
_rwStringStreamFindAndRead	internal-rw	RwChar*	RwChar* string, RwStream* stream	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwplcore.cpp	89	
_rwStringStreamGetSize	internal-rw	RwUInt32	const RwChar* string	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwplcore.cpp	81	
_rwStringStreamWrite	internal-rw	const RwChar*	const RwChar* string, RwStream* stream	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwplcore.cpp	85	
_rwTextureChunkInfoRead	internal-rw	RwTextureChunkInfo*	RwStream* stream, RwTextureChunkInfo* textureChunkInfo, RwInt32* bytesRead	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwcore.cpp	1017	
_rwTextureGetAutoMipMapState	internal-rw	RwBool	void	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwcore.cpp	444	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwcore.h
_rwTextureSetAutoMipMapState	internal-rw	RwBool	RwBool enable	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwcore.cpp	440	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwcore.h
_rwV3dNormalize	internal-rw	RwReal	RwV3d * out, const RwV3d * in	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwplcore.cpp	273	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwplcore.h
