rw_name	module	return_type	arg_signature	source_file	line	also_in
RpHAnimHierarchyCreate	hanim	RpHAnimHierarchy*	RwInt32 numNodes, RwUInt32* nodeFlags, RwInt32* nodeIDs, RpHAnimHierarchyFlag flags, RwInt32 maxInterpKeyFrameSize	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rphanim.cpp	9	
RpHAnimHierarchyCreateFromHierarchy	hanim	RpHAnimHierarchy*	RpHAnimHierarchy* hierarchy, RpHAnimHierarchyFlag flags, RwInt32 maxInterpKeyFrameSize	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rphanim.cpp	13	
RpHAnimHierarchyCreateSubHierarchy	hanim	RpHAnimHierarchy*	RpHAnimHierarchy* parentHierarchy, RwInt32 startNode, RpHAnimHierarchyFlag flags, RwInt32 maxInterpKeyFrameSize	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rphanim.cpp	21	
RpHAnimHierarchyDestroy	hanim	RpHAnimHierarchy*	RpHAnimHierarchy* hierarchy	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rphanim.cpp	17	
RpHAnimHierarchyDetach	hanim	RpHAnimHierarchy*	RpHAnimHierarchy* hierarchy	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rphanim.cpp	29	
RpHAnimHierarchyDetachFrameIndex	hanim	RpHAnimHierarchy*	RpHAnimHierarchy* hierarchy, RwInt32 nodeIndex	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rphanim.cpp	37	
RpHAnimHierarchyGetMatrixArray	hanim	RwMatrix*	RpHAnimHierarchy* hierarchy	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rphanim.cpp	49	
RpHAnimHierarchyGetNodeMatrix	hanim	RwMatrix*	RpHAnimHierarchy* hierarchy, RwInt32 nodeID	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rphanim.cpp	54	
RpHAnimHierarchySetFreeListCreateParams	hanim	void	RwInt32 blockSize, RwInt32 numBlocksToPrealloc	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rphanim.cpp	5	
RpHAnimHierarchyUpdateMatrices	hanim	RwBool	RpHAnimHierarchy* hierarchy	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rphanim.cpp	60	
RpHAnimIDGetIndex	hanim	RwInt32	RpHAnimHierarchy* hierarchy, RwInt32 ID	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rphanim.cpp	64	
RpHAnimKeyFrameAdd	hanim	void	void* voidOut, void* voidIn1, void* voidIn2	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rphanim.cpp	84	
RpHAnimKeyFrameApply	hanim	void	void* matrix, void* voidIFrame	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rphanim.cpp	72	
RpHAnimKeyFrameBlend	hanim	void	void* voidOut, void* voidIn1, void* voidIn2, RwReal alpha	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rphanim.cpp	76	
RpHAnimKeyFrameInterpolate	hanim	void	void* voidOut, void* voidIn1, void* voidIn2, RwReal time, void* customData	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rphanim.cpp	80	
RpHAnimKeyFrameMulRecip	hanim	void	void* voidFrame, void* voidStart	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rphanim.cpp	88	
RpHAnimKeyFrameStreamGetSize	hanim	RwInt32	const RtAnimAnimation* animation	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rphanim.cpp	100	
RpHAnimKeyFrameStreamRead	hanim	RtAnimAnimation*	RwStream* stream, RtAnimAnimation* animation	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rphanim.cpp	92	
RpHAnimKeyFrameStreamWrite	hanim	RwBool	const RtAnimAnimation* animation, RwStream* stream	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rphanim.cpp	96	
RpHAnimPluginAttach	hanim	RwBool		re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rphanim.cpp	68	
RpLightCreate	light	RpLight*	RwInt32 type	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	490	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpLightDestroy	light	RwBool	RpLight* light	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	494	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpLightForAllWorldSectors	light	RpLight*	RpLight* light, RpWorldSectorCallBack callback, void* data	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	1106	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpLightGetClump	light	RpClump*	const RpLight* light	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	698	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpLightGetConeAngle	light	RwReal	const RpLight* light	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	506	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpLightGetPluginOffset	light	RwInt32	RwUInt32 pluginID	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	538	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpLightGetUserDataArrayCount	light	RwInt32	const RpLight *light	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpusrdat.h	89	
RpLightGetWorld	light	RpWorld*	const RpLight* light	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	1090	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpLightRegisterPlugin	light	RwInt32	RwInt32 size, RwUInt32 pluginID, RwPluginObjectConstructor constructCB, RwPluginObjectDestructor destructCB, RwPluginObjectCopy copyCB	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	526	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpLightRegisterPluginStream	light	RwInt32	RwUInt32 pluginID, RwPluginDataChunkReadCallBack readCB, RwPluginDataChunkWriteCallBack writeCB, RwPluginDataChunkGetSizeCallBack getSizeCB	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	530	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpLightSetColor	light	RpLight*	RpLight* light, const RwRGBAReal* color	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	502	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpLightSetConeAngle	light	RpLight*	RpLight* ight, RwReal angle	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	510	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpLightSetFreeListCreateParams	light	void	RwInt32 blockSize, RwInt32 numBlocksToPrealloc	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	486	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpLightSetRadius	light	RpLight*	RpLight* light, RwReal radius	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	498	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpLightSetStreamAlwaysCallBack	light	RwInt32	RwUInt32 pluginID, RwPluginDataChunkAlwaysCallBack alwaysCB	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	534	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpLightStreamGetSize	light	RwUInt32	const RpLight* light	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	514	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpLightStreamRead	light	RpLight*	RwStream* stream	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	518	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpLightTieSetFreeListCreateParams	light	void	RwInt32 blockSize, RwInt32 numBlocksToPrealloc	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	1042	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpLightValidatePlugins	light	RwBool	const RpLight* light	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	542	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpLogoGetPosition	other	RpLogoPosition	void	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rplogo.h	73	
RpLogoGetState	other	RwBool	RwCamera * cam	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rplogo.h	75	
RpLogoPluginAttach	other	RwBool	void	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rplogo.h	71	
RpLogoSetPosition	other	RwBool	RpLogoPosition pos	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rplogo.h	72	
RpLogoSetState	other	RwBool	RwCamera * cam, RwBool state	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rplogo.h	74	
RpLtMapGetRasterFormat	other	RwUInt32	void	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpltmap.h	107	
RpLtMapSetRasterFormat	other	RwBool	RwUInt32 format	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpltmap.h	108	
RpMatFXAtomicEnableEffects	matfx	RpAtomic*	RpAtomic* atomic	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpmatfx.cpp	13	
RpMatFXAtomicQueryEffects	matfx	RwBool	RpAtomic* atomic	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpmatfx.cpp	17	
RpMatFXGetD3D9Pipeline	matfx	RxPipeline*	RpMatFXD3D9Pipeline d3d9Pipeline	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpmatfx.cpp	133	
RpMatFXMaterialDataSetFreeListCreateParams	matfx	void	RwInt32 blockSize, RwInt32 numBlocksToPrealloc	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpmatfx.cpp	5	
RpMatFXMaterialGetBumpMapBumpedTexture	matfx	RwTexture*	const RpMaterial* material	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpmatfx.cpp	65	
RpMatFXMaterialGetBumpMapCoefficient	matfx	RwReal	const RpMaterial* material	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpmatfx.cpp	73	
RpMatFXMaterialGetBumpMapFrame	matfx	RwFrame*	const RpMaterial* material	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpmatfx.cpp	69	
RpMatFXMaterialGetBumpMapTexture	matfx	RwTexture*	const RpMaterial* material	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpmatfx.cpp	61	
RpMatFXMaterialGetDualBlendModes	matfx	const RpMaterial*	const RpMaterial* material, RwBlendFunction* srcBlendMode, RwBlendFunction* dstBlendMode	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpmatfx.cpp	121	
RpMatFXMaterialGetDualTexture	matfx	RwTexture*	const RpMaterial* material	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpmatfx.cpp	117	
RpMatFXMaterialGetEffects	matfx	RpMatFXMaterialFlags	const RpMaterial* material	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpmatfx.cpp	45	
RpMatFXMaterialGetEnvMapCoefficient	matfx	RwReal	const RpMaterial* material	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpmatfx.cpp	105	
RpMatFXMaterialGetEnvMapFrame	matfx	RwFrame*	const RpMaterial* material	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpmatfx.cpp	97	
RpMatFXMaterialGetEnvMapFrameBufferAlpha	matfx	RwBool	const RpMaterial* material	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpmatfx.cpp	101	
RpMatFXMaterialGetEnvMapTexture	matfx	RwTexture*	const RpMaterial* material	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpmatfx.cpp	93	
RpMatFXMaterialGetUVTransformMatrices	matfx	const RpMaterial*	const RpMaterial* material, RwMatrix* baseTransform, RwMatrix* dualTransform	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpmatfx.cpp	129	
RpMatFXMaterialSetBumpMapCoefficient	matfx	RpMaterial*	RpMaterial* material, RwReal coef	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpmatfx.cpp	57	
RpMatFXMaterialSetBumpMapFrame	matfx	RpMaterial*	RpMaterial* material, RwFrame* frame	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpmatfx.cpp	53	
RpMatFXMaterialSetBumpMapTexture	matfx	RpMaterial*	RpMaterial* material, RwTexture* texture	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpmatfx.cpp	49	
RpMatFXMaterialSetDualBlendModes	matfx	RpMaterial*	RpMaterial* material, RwBlendFunction srcBlendMode, RwBlendFunction dstBlendMode	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpmatfx.cpp	113	
RpMatFXMaterialSetDualTexture	matfx	RpMaterial*	RpMaterial* material, RwTexture* texture	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpmatfx.cpp	109	
RpMatFXMaterialSetEffects	matfx	RpMaterial*	RpMaterial* material, RpMatFXMaterialFlags flags	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpmatfx.cpp	29	
RpMatFXMaterialSetEnvMapCoefficient	matfx	RpMaterial*	RpMaterial* material, RwReal coef	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpmatfx.cpp	89	
RpMatFXMaterialSetEnvMapFrame	matfx	RpMaterial*	RpMaterial* material, RwFrame* frame	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpmatfx.cpp	81	
RpMatFXMaterialSetEnvMapFrameBufferAlpha	matfx	RpMaterial*	RpMaterial* material, RwBool useFrameBufferAlpha	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpmatfx.cpp	85	
RpMatFXMaterialSetEnvMapTexture	matfx	RpMaterial*	RpMaterial* material, RwTexture* texture	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpmatfx.cpp	77	
RpMatFXMaterialSetUVTransformMatrices	matfx	RpMaterial*	RpMaterial* material, RwMatrix* baseTransform, RwMatrix* dualTransform	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpmatfx.cpp	125	
RpMatFXMaterialSetupBumpMap	matfx	RpMaterial*	RpMaterial* material, RwTexture* texture, RwFrame* frame, RwReal coef	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpmatfx.cpp	33	
RpMatFXMaterialSetupDualTexture	matfx	RpMaterial*	RpMaterial* material, RwTexture* texture, RwBlendFunction srcBlendMode, RwBlendFunction dstBlendMode	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpmatfx.cpp	41	
RpMatFXMaterialSetupEnvMap	matfx	RpMaterial*	RpMaterial* material, RwTexture* texture, RwFrame* frame, RwBool useFrameBufferAlpha, RwReal coef	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpmatfx.cpp	37	
RpMatFXPluginAttach	matfx	RwBool		re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpmatfx.cpp	9	
RpMatFXWorldSectorEnableEffects	matfx	RpWorldSector*	RpWorldSector* worldSector	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpmatfx.cpp	21	
RpMatFXWorldSectorQueryEffects	matfx	RwBool	RpWorldSector* worldSector	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpmatfx.cpp	25	
RpMaterialClone	material	RpMaterial*	RpMaterial* material	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	146	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpMaterialCreate	material	RpMaterial*		re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	138	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpMaterialDestroy	material	RwBool	RpMaterial* material	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	142	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpMaterialGetPluginOffset	material	RwInt32	RwUInt32 pluginID	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	170	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpMaterialGetUserDataArrayCount	material	RwInt32	const RpMaterial *material	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpusrdat.h	96	
RpMaterialRegisterPlugin	material	RwInt32	RwInt32 size, RwUInt32 pluginID, RwPluginObjectConstructor constructCB, RwPluginObjectDestructor destructCB, RwPluginObjectCopy copyCB	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	154	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpMaterialRegisterPluginStream	material	RwInt32	RwUInt32 pluginID, RwPluginDataChunkReadCallBack readCB, RwPluginDataChunkWriteCallBack writeCB, RwPluginDataChunkGetSizeCallBack getSizeCB	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	158	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpMaterialSetDefaultPipeline	material	RxPipeline*	RxPipeline* pipeline	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	1026	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpMaterialSetFreeListCreateParams	material	void	RwInt32 blockSize, RwInt32 numBlocksToPrealloc	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	134	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpMaterialSetStreamAlwaysCallBack	material	RwInt32	RwUInt32 pluginID, RwPluginDataChunkAlwaysCallBack alwaysCB	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	162	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpMaterialSetStreamRightsCallBack	material	RwInt32	RwUInt32 pluginID, RwPluginDataChunkRightsCallBack rightsCB	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	166	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpMaterialSetTexture	material	RpMaterial*	RpMaterial* material, RwTexture* texture	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	150	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpMaterialSetUVAnim	material	RpMaterial*	RpMaterial* material, RpUVAnim* anim, RwUInt32 slot	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpuvanim.cpp	89	
RpMaterialStreamGetSize	material	RwUInt32	const RpMaterial* material	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	178	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpMaterialStreamRead	material	RpMaterial*	RwStream* stream	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	182	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpMaterialStreamWrite	material	const RpMaterial*	const RpMaterial* material, RwStream* stream	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	186	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpMaterialUVAnimAddAnimTime	material	RpMaterial*	RpMaterial* material, RwReal deltaTime	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpuvanim.cpp	105	
RpMaterialUVAnimApplyUpdate	material	RpMaterial*	RpMaterial* material	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpuvanim.cpp	113	
RpMaterialUVAnimExists	material	RwBool	const RpMaterial* material	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpuvanim.cpp	118	
RpMaterialUVAnimGetInterpolator	material	RpUVAnimInterpolator*	RpMaterial* material, RwUInt32 slot	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpuvanim.cpp	93	
RpMaterialUVAnimSetCurrentTime	material	RpMaterial*	RpMaterial* material, RwReal time	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpuvanim.cpp	101	
RpMaterialUVAnimSetInterpolator	material	RpMaterial*	RpMaterial* material, RpUVAnimInterpolator* interp, RwUInt32 slot	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpuvanim.cpp	97	
RpMaterialUVAnimSubAnimTime	material	RpMaterial*	RpMaterial* material, RwReal deltaTime	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpuvanim.cpp	109	
RpMaterialValidatePlugins	material	RwBool	const RpMaterial* material	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	174	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpMeshGetTriStripMethod	other	RwBool	RpTriStripMeshCallBack* callback, void* data	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	342	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpMeshSetTriStripMethod	other	RwBool	RpTriStripMeshCallBack callback, void* data	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	338	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpMipmapKLPluginAttach	other	RwBool	void	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpmipkl.h	54	
RpMipmapKLTextureGetDefaultK	other	RwReal	void	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpmipkl.h	46	
RpMipmapKLTextureGetDefaultL	other	RwUInt32	void	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpmipkl.h	47	
RpMipmapKLTextureGetK	other	RwReal	RwTexture *tex	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpmipkl.h	51	
RpMipmapKLTextureGetL	other	RwUInt32	RwTexture *tex	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpmipkl.h	52	
RpMipmapKLTextureSetDefaultK	other	RwReal	RwReal val	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpmipkl.h	44	
RpMipmapKLTextureSetDefaultL	other	RwUInt32	RwUInt32 val	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpmipkl.h	45	
RpMorphAtomicGetCurrentInterpolator	morph	RwInt32	RpAtomic *atomic	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpmorph.h	118	
RpMorphGeometryGetCallBack	morph	RpMorphGeometryCallBack	const RpGeometry *geometry	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpmorph.h	115	
RpMorphPluginAttach	morph	RwBool	void	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpmorph.h	105	
RpMorphTargetCalcBoundingSphere	morph	const RpMorphTarget*	const RpMorphTarget* morphTarget, RwSphere* boundingSphere	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	362	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpRandom	other	RwUInt32	void	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rprandom.h	54	
RpRandomMT	other	RwUInt32	void	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rprandom.h	57	
RpRandomPluginAttach	other	RwBool	void	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rprandom.h	50	
RpRandomSeed	other	void	RwUInt32 seed	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rprandom.h	55	
RpRandomSeedMT	other	void	RwUInt32 seed	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rprandom.h	58	
RpSkinAtomicGetHAnimHierarchy	skin	RpHAnimHierarchy*	const RpAtomic* atomic	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpskin.cpp	17	
RpSkinAtomicGetType	skin	RpSkinType	RpAtomic* atomic	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpskin.cpp	61	
RpSkinAtomicSetHAnimHierarchy	skin	RpAtomic*	RpAtomic* atomic, RpHAnimHierarchy* hierarchy	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpskin.cpp	13	
RpSkinAtomicSetType	skin	RpAtomic*	RpAtomic* atomic, RpSkinType type	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpskin.cpp	57	
RpSkinCreate	skin	RpSkin*	RwUInt32 numVertices, RwUInt32 numBones, RwMatrixWeights* vertexWeights, RwUInt32* vertexIndices, RwMatrix* inverseMatrices	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpskin.cpp	29	
RpSkinDestroy	skin	RpSkin*	RpSkin* skin	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpskin.cpp	33	
RpSkinGeometryGetSkin	skin	RpSkin*	RpGeometry* geometry	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpskin.cpp	25	
RpSkinGeometrySetSkin	skin	RpGeometry*	RpGeometry* geometry, RpSkin* skin	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpskin.cpp	21	
RpSkinGetNumBones	skin	RwUInt32	RpSkin* skin	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpskin.cpp	37	
