pc_va,xbox_va,tier,pc_name,subsystem,confidence,scaffold
0x004b47e0,0x0008dd90,byte-prefix,FUN_004b47e0,render,C2,ok-asc
0x004b4880,0x0008de30,mnem,FUN_004b4880,boot,C2,ok-asc
0x004b48e0,0x0008de90,mnem,FUN_004b48e0,render,C2,ok-asc
0x004b4a80,0x0008e0d0,mnem,FUN_004b4a80,render,C2,ok-asc
0x004b4ad0,0x0008e120,mnem,FUN_004b4ad0,render,C2,ok-asc
0x004b4b20,0x0008e170,interval,FUN_004b4b20,render,C2,ok-asc
0x004b4b60,0x0008e1d0,mnem,FUN_004b4b60,render,C2,ok-asc
0x004b4c80,0x0008e2f0,mnem,FUN_004b4c80,render,C2,ok-asc
0x004b4cd0,0x0008e340,interval,Bezier::QueryWrapper,util,C2,ok-asc
0x004b4d10,0x0008e390,mnem,FUN_004b4d10,render,C2,ok-asc
0x004b4e20,0x0008e620,mnem,FUN_004b4e20,render,C2,ok-asc
0x004b4e70,0x0008e670,interval,FUN_004b4e70,render,C2,ok-asc
0x004b5030,0x0008e840,mnem,FUN_004b5030,render,C2,ok-asc
0x004b5080,0x0008e890,byte-prefix,FUN_004b5080,render,C2,ok-asc
0x004b5190,0x0008e9a0,byte-full,FUN_004b5190,vehicle,C2,ok-asc
0x004b51d0,0x0008e9e0,mnem,FUN_004b51d0,render,C2,ok-asc
0x004b5240,0x0008ea50,byte-full,FUN_004b5240,vehicle,C2,ok-asc
0x004b5260,0x0008ea70,byte-full,FUN_004b5260,render,C2,ok-asc
0x004b52c0,0x0008ead0,byte-full,FUN_004b52c0,render,C2,ok-asc
0x004b52f0,0x0008eb00,byte-full,FUN_004b52f0,render,C2,ok-asc
0x004b5320,0x0008eb30,mnem,FUN_004b5320,vehicle,C2,ok-asc
0x004b5350,0x0008eb60,interval-mnem,thunk_FUN_00550b00,render,C2,ok-asc
0x004b5360,0x0008eb70,interval-mnem,thunk_FUN_005507b0,render,C2,ok-asc
0x004b5370,0x0008eb80,interval-mnem,thunk_FUN_00550910,render,C2,ok-asc
0x004b5380,0x0008eb90,interval-mnem,thunk_FUN_00550950,render,C2,ok-asc
0x004b5390,0x0008eba0,interval-mnem,thunk_FUN_005509b0,render,C2,ok-asc
0x004b53a0,0x0008ebb0,interval-mnem,thunk_FUN_00550bc0,render,C2,ok-asc
0x004b53b0,0x0008ebc0,interval,FUN_004b53b0,render,C2,ok-asc
0x004b5580,0x0008ed90,prop-mnem,FUN_004b5580,vehicle,C2,ok-asc
0x004b6480,0x000905b0,mnem,BitArrayClear,input,C3,ok-asc
0x004b64e0,0x00090610,byte-full,FUN_004b64e0,input,C3,ok-asc
0x004b6520,0x00090650,prop-mnem,ZeroFillWrapper,util,C2,ambiguous
0x004b6570,0x00081430,byte-full,FUN_004b6570,render,C2,ambiguous
0x004b65a0,0x00081460,prop-weak,thunk_FUN_004b68e0,vehicle,C2,ok-asc
0x004b65b0,0x00081470,prop-weak,thunk_FUN_004b68f0,vehicle,C2,ok-asc
0x004b65e0,0x00081480,byte-full,FUN_004b65e0,render,C3,ok-asc
0x004b6610,0x000814b0,interval-mnem,BootGlobalPairSet,boot,C3,ok-asc
0x004b6640,0x000814e0,const,FUN_004b6640,boot,C2,ok-asc
0x004b67a0,0x000815e0,mnem,FUN_004b67a0,render,C2,ok-asc
0x004b67e0,0x00081620,interval,FUN_004b67e0,render,C2,ok-asc
0x004b68e0,0x000816d0,interval-mnem,FUN_004b68e0,render,C2,ok-asc
0x004b68f0,0x000816e0,mnem,FUN_004b68f0,render,C2,ok-asc
0x004b6940,0x00081730,prop-weak,FUN_004b6940,render,C2,ok-asc
0x004b6fc0,0x00081d50,prop-weak,FUN_004b6fc0,third-party-library[lua-5.0],C2,ok-asc
0x004b7020,0x00081d90,byte-full,FUN_004b7020,render,C2,ok-asc
0x004b7040,0x00081db0,prop-weak,FUN_004b7040,third-party-library[lua-5.0],C2,ok-asc
0x004b7090,0x00081e10,prop-weak,FUN_004b7090,third-party-library[lua-5.0],C2,ok-asc
0x004b70d0,0x00081e60,prop-weak,FUN_004b70d0,third-party-library[lua-5.0],C2,ok-asc
0x004b7140,0x00081eb0,prop-weak,FUN_004b7140,input,C2,ok-asc
0x004b7200,0x00081f50,prop-weak,thunk_FUN_004b7fd0,input,C2,ok-asc
0x004b7250,0x00081fa0,prop-weak,FUN_004b7250,input,C2,ok-asc
0x004b7280,0x00081fd0,byte-prefix,FUN_004b7280,third-party-library[lua-5.0],C2,ok-asc
0x004b7330,0x00082910,const,FUN_004b7330,input,C2,flag
0x004b7480,0x00082870,prop-weak,FUN_004b7480,input,C2,ambiguous
0x004b7570,0x000821f0,prop-weak,FUN_004b7570,input,C2,ambiguous
0x004b76a0,0x00082790,prop-weak,FUN_004b76a0,third-party-library[lua-5.0],C2,ambiguous
0x004b76e0,0x000822a0,prop-weak,FUN_004b76e0,third-party-library[lua-5.0],C2,ambiguous
0x004b7740,0x00082430,string,FUN_004b7740,third-party-library[lua-5.0],C2,ambiguous
0x004b7b30,0x000826e0,string,FUN_004b7b30,third-party-library[lua-5.0],C2,ok-asc
0x004b7ba0,0x00082750,const,FUN_004b7ba0,third-party-library[lua-5.0],C2,ok-asc
0x004b7ca0,0x000829b0,prop-weak,FUN_004b7ca0,third-party-library[lua-5.0],C2,ok-asc
0x004b7cc0,0x000829d0,prop-weak,FUN_004b7cc0,third-party-library[lua-5.0],C2,ok-asc
0x004b7d20,0x00082a30,prop-weak,FUN_004b7d20,third-party-library[lua-5.0],C2,ok-asc
0x004b7d60,0x00082a70,prop-weak,FUN_004b7d60,third-party-library[lua-5.0],C2,ok-asc
0x004b7df0,0x00082ae0,prop-weak,FUN_004b7df0,input,C2,ok-asc
0x004b7e30,0x00082b20,string,FUN_004b7e30,third-party-library[lua-5.0],C2,ok-asc
0x004b7f30,0x00082c30,mnem,FUN_004b7f30,third-party-library[lua-5.0],C2,ok-asc
0x004b7f70,0x00082c70,const,FUN_004b7f70,third-party-library[lua-5.0],C2,ok-asc
0x004b80a0,0x00082e10,prop-weak,FUN_004b80a0,third-party-library[lua-5.0],C2,ok-asc
0x004b8190,0x00082f00,prop-weak,FUN_004b8190,third-party-library[lua-5.0],C2,ok-asc
0x004b82a0,0x00083010,prop-weak,FUN_004b82a0,third-party-library[lua-5.0],C2,ok-asc
0x004b8340,0x000830b0,prop-weak,FUN_004b8340,input,C2,ok-asc
0x004b8460,0x000832f0,prop-weak,FUN_004b8460,third-party-library[lua-5.0],C2,ok-asc
0x004b8540,0x000831d0,prop-weak,FUN_004b8540,third-party-library[lua-5.0],C2,ok-asc
0x004b85d0,0x00083280,prop-weak,FUN_004b85d0,third-party-library[lua-5.0],C2,ok-asc
0x004b8650,0x000833d0,string,FUN_004b8650,third-party-library[lua-5.0],C2,ok-asc
0x004b87e0,0x000836b0,string,FUN_004b87e0,third-party-library[lua-5.0],C2,ambiguous
0x004b9400,0x00083250,string,FUN_004b9400,third-party-library[lua-5.0],C2,flag
0x004b9630,0x000843d0,byte-full,FUN_004b9630,third-party-library[lua-5.0],C2,flag
0x004b9650,0x000842f0,string,FUN_004b9650,input,C2,ambiguous
0x004b96c0,0x00084280,string,FUN_004b96c0,third-party-library[lua-5.0],C2,flag
0x004b9730,0x000843f0,string,FUN_004b9730,input,C2,ok-asc
0x004b9850,0x00084520,prop-weak,FUN_004b9850,input,C2,ok-asc
0x004b9aa0,0x00084760,prop-weak,FUN_004b9aa0,input,C2,ok-asc
0x004b9b00,0x000847d0,mnem,FUN_004b9b00,third-party-library[lua-5.0],C2,ok-asc
0x004b9bb0,0x000848e0,prop-weak,FUN_004b9bb0,third-party-library[lua-5.0],C2,ok-asc
0x004b9c90,0x00084970,string,FUN_004b9c90,third-party-library[lua-5.0],C2,ok-asc
0x004b9d00,0x000849f0,interval,FUN_004b9d00,third-party-library[lua-5.0],C2,ok-asc
0x004b9e20,0x00084ab0,string,FUN_004b9e20,third-party-library[lua-5.0],C2,ok-asc
0x004b9eb0,0x00084b90,prop-weak,FUN_004b9eb0,third-party-library[lua-5.0],C2,ok-asc
0x004b9ef0,0x00084c90,prop-weak,FUN_004b9ef0,third-party-library[lua-5.0],C2,ok-asc
0x004b9fe0,0x00084bd0,prop-weak,FUN_004b9fe0,third-party-library[lua-5.0],C2,ok-asc
0x004ba0b0,0x00084d80,prop-weak,FUN_004ba0b0,third-party-library[lua-5.0],C2,ok-asc
0x004ba120,0x00084df0,byte-full,FUN_004ba120,third-party-library[lua-5.0],C2,ok-asc
0x004ba1b0,0x00084e10,string,FUN_004ba1b0,input,C2,ok-asc
0x004ba210,0x000854b0,prop-weak,FUN_004ba210,input,C2,ok-asc
0x004ba250,0x00085120,prop-weak,FUN_004ba250,third-party-library[lua-5.0],C2,ok-asc
0x004ba290,0x00085160,prop-weak,FUN_004ba290,third-party-library[lua-5.0],C2,ok-asc
0x004ba2d0,0x000851a0,prop-weak,FUN_004ba2d0,third-party-library[lua-5.0],C2,ok-asc
0x004ba310,0x000851e0,prop-weak,FUN_004ba310,third-party-library[lua-5.0],C2,ok-asc
0x004ba9a0,0x00089280,const,FUN_004ba9a0,third-party-library[lua-5.0],C2,ok-asc
0x004baa20,0x000892c0,prop-weak,FUN_004baa20,third-party-library[lua-5.0],C2,ok-asc
0x004baad0,0x00089310,mnem,FUN_004baad0,third-party-library[lua-5.0],C2,ok-asc
0x004bab00,0x00089390,prop-weak,FUN_004bab00,third-party-library[lua-5.0],C2,ok-asc
0x004baba0,0x0008a000,string,FUN_004baba0,third-party-library[lua-5.0],C2,flag
0x004bb130,0x00089340,string,FUN_004bb130,third-party-library[lua-5.0],C2,ambiguous
0x004bb160,0x00089860,string,FUN_004bb160,third-party-library[lua-5.0],C2,flag
0x004bb1b0,0x00089430,prop-weak,FUN_004bb1b0,third-party-library[lua-5.0],C2,ambiguous
0x004bb260,0x00089570,string,FUN_004bb260,third-party-library[lua-5.0],C2,flag
0x004bb520,0x000898d0,string,FUN_004bb520,third-party-library[lua-5.0],C2,ok-asc
0x004bb7a0,0x00089b60,string,FUN_004bb7a0,third-party-library[lua-5.0],C2,ambiguous
0x004bbc50,0x00089040,const,FUN_004bbc50,third-party-library[lua-5.0],C2,ambiguous
0x004bbe40,0x00088a30,string,FUN_004bbe40,third-party-library[lua-5.0],C2,ambiguous
0x004bbef0,0x00088b70,string,FUN_004bbef0,third-party-library[lua-5.0],C2,ok-asc
0x004bc080,0x00088dc0,const,FUN_004bc080,third-party-library[lua-5.0],C2,flag
0x004bc160,0x00088c00,const,FUN_004bc160,third-party-library[lua-5.0],C2,flag
0x004bc360,0x00088f60,string,FUN_004bc360,third-party-library[lua-5.0],C2,ok-asc
0x004bc3c0,0x00088fc0,prop-weak,FUN_004bc3c0,third-party-library[lua-5.0],C2,ok-asc
0x004bc3f0,0x00088ff0,string,FUN_004bc3f0,third-party-library[lua-5.0],C2,ok-asc
0x004bc440,0x000891d0,mnem,FUN_004bc440,third-party-library[lua-5.0],C2,ambiguous
0x004bc500,0x00087e70,string,FUN_004bc500,third-party-library[lua-5.0],C2,ambiguous
0x004bc590,0x000856f0,prop-weak,FUN_004bc590,third-party-library[lua-5.0],C2,ambiguous
0x004bc600,0x00085e40,prop-weak,FUN_004bc600,third-party-library[lua-5.0],C2,ambiguous
0x004bc670,0x00085ea0,prop-weak,FUN_004bc670,third-party-library[lua-5.0],C2,ambiguous
0x004bc750,0x00085b10,prop-weak,FUN_004bc750,third-party-library[lua-5.0],C2,ambiguous
0x004bc840,0x00087bc0,string,FUN_004bc840,third-party-library[lua-5.0],C2,ambiguous
0x004bca50,0x00085810,string,FUN_004bca50,third-party-library[lua-5.0],C2,ambiguous
0x004bcb30,0x000861d0,prop-weak,FUN_004bcb30,third-party-library[lua-5.0],C2,ok-asc
0x004bcce0,0x00087590,const,FUN_004bcce0,third-party-library[lua-5.0],C2,flag
0x004bcda0,0x00087370,string,FUN_004bcda0,third-party-library[lua-5.0],C2,ambiguous
0x004bcfe0,0x000858d0,prop-weak,FUN_004bcfe0,third-party-library[lua-5.0],C2,ambiguous
0x004bd040,0x000872e0,caller,FUN_004bd040,third-party-library[lua-5.0],C2,ambiguous
0x004bd140,0x00085b50,prop-weak,FUN_004bd140,third-party-library[lua-5.0],C2,ambiguous
0x004bd1b0,0x00085c40,string,FUN_004bd1b0,third-party-library[lua-5.0],C2,ambiguous
0x004bd240,0x00085bc0,string,FUN_004bd240,third-party-library[lua-5.0],C2,flag
0x004bd4d0,0x00086f70,string,FUN_004bd4d0,third-party-library[lua-5.0],C2,flag
0x004bd5e0,0x00086e30,string,FUN_004bd5e0,third-party-library[lua-5.0],C2,ambiguous
0x004bd6a0,0x00086ce0,const,FUN_004bd6a0,third-party-library[lua-5.0],C2,ambiguous
0x004bd8a0,0x00086a50,string,FUN_004bd8a0,third-party-library[lua-5.0],C2,ambiguous
0x004bda30,0x00086030,prop-weak,FUN_004bda30,third-party-library[lua-5.0],C2,ambiguous
0x004bdcc0,0x000862b0,string,lparser_fornum,third-party-library[lua-5.0],C2,ambiguous
0x004bdee0,0x000863b0,string,lparser_forlist,third-party-library[lua-5.0],C2,ok-asc
0x004be290,0x000876a0,string,lparser_assignment,third-party-library[lua-5.0],C2,flag
0x004be410,0x00086990,const,lparser_body,third-party-library[lua-5.0],C2,ambiguous
0x004be4b0,0x00085db0,prop-weak,lparser_pushclosure,third-party-library[lua-5.0],C2,ambiguous
0x004be5d0,0x00085d20,string,lparser_parlist_end,third-party-library[lua-5.0],C2,flag
0x004be640,0x00088840,string,lundump_LoadFunction,third-party-library[lua-5.0],C2,flag
0x004be900,0x00088120,string,lundump_LoadCode,third-party-library[lua-5.0],C2,ambiguous
0x004bebe0,0x00088660,string,lundump_LoadHeader,third-party-library[lua-5.0],C2,ok-asc
0x004bee60,0x0008a570,prop-weak,lfunc_newproto,third-party-library[lua-5.0],C2,ok-asc
0x004bef20,0x0008a610,prop-weak,lfunc_freeproto,third-party-library[lua-5.0],C2,ok-asc
0x004befa0,0x0008a6b0,prop-weak,lfunc_freeclosure,third-party-library[lua-5.0],C2,ok-asc
0x004befd0,0x0008a6e0,prop-weak,lfunc_getlocalname,third-party-library[lua-5.0],C2,ok-asc
0x004bf020,0x0008a730,mnem,lcode_syntaxerror_curtoken,third-party-library[lua-5.0],C2,ok-asc
0x004bf080,0x0008b110,prop-weak,lcode_getlabel,third-party-library[lua-5.0],C2,ok-asc
0x004bf0b0,0x0008a7b0,prop-weak,lcode_checkstack,third-party-library[lua-5.0],C2,ok-asc
0x004bf320,0x0008afe0,prop-weak,lcode_patchlist,third-party-library[lua-5.0],C2,ok-asc
0x004bf490,0x0008ab50,prop-weak,lcode_patchtohere,third-party-library[lua-5.0],C2,ok-asc
0x004bf920,0x0008bf10,prop-weak,lcode_infix,third-party-library[lua-5.0],C2,ok-asc
0x004bf9a0,0x0008bf60,const,lcode_posfix,third-party-library[lua-5.0],C2,flag
0x004bfa40,0x0008b020,mnem,lcode_codeABC_nil,third-party-library[lua-5.0],C2,ambiguous
0x004bfa60,0x0008b040,prop-mnem,lcode_codeABx,third-party-library[lua-5.0],C2,ambiguous
0x004bfa80,0x0008ac10,const,lcode_codeABC_core,third-party-library[lua-5.0],C2,ambiguous
0x004bfe30,0x0008aba0,string,FUN_004bfe30,third-party-library[lua-5.0],C2,flag
0x004bfeb0,0x0008c030,mnem,FUN_004bfeb0,third-party-library[lua-5.0],C2,ok-asc
0x004bfee0,0x0008c060,mnem,FUN_004bfee0,third-party-library[lua-5.0],C2,ok-asc
0x004bff10,0x0008c090,mnem,FUN_004bff10,third-party-library[lua-5.0],C2,ok-asc
0x004bff40,0x0008c0c0,mnem,FUN_004bff40,third-party-library[lua-5.0],C2,ok-asc
0x004bff70,0x0008c0f0,interval-mnem,FUN_004bff70,third-party-library[lua-5.0],C2,ok-asc
0x004bffa0,0x0008c120,interval-mnem,FUN_004bffa0,third-party-library[lua-5.0],C2,ok-asc
0x004bffd0,0x0008c150,mnem,FUN_004bffd0,third-party-library[lua-5.0],C2,ok-asc
0x004c0050,0x0008c1d0,interval-mnem,FUN_004c0050,third-party-library[lua-5.0],C2,ok-asc
0x004c0080,0x0008c200,interval-mnem,FUN_004c0080,third-party-library[lua-5.0],C2,ok-asc
0x004c0100,0x0008c280,mnem,FUN_004c0100,third-party-library[lua-5.0],C2,ok-asc
0x004c0130,0x0008c300,mnem,FUN_004c0130,third-party-library[lua-5.0],C2,ok-asc
0x004c0160,0x0008c330,mnem,FUN_004c0160,third-party-library[lua-5.0],C2,ok-asc
0x004c0190,0x0008c360,mnem,FUN_004c0190,third-party-library[lua-5.0],C2,ok-asc
0x004c01d0,0x0008c3a0,mnem,FUN_004c01d0,third-party-library[lua-5.0],C2,ok-asc
0x004c0200,0x0008c3d0,const,FUN_004c0200,third-party-library[lua-5.0],C2,ok-asc
0x004c0280,0x0008c450,mnem,FUN_004c0280,third-party-library[lua-5.0],C2,ok-asc
0x004c02c0,0x0008c490,interval,FUN_004c02c0,third-party-library[lua-5.0],C2,ok-asc
0x004c0330,0x0008c510,interval,FUN_004c0330,third-party-library[lua-5.0],C2,ok-asc
0x004c0510,0x0008c6f0,mnem,FUN_004c0510,input,C2,ok-asc
0x004c05b0,0x0008c7c0,string,FUN_004c05b0,third-party-library[lua-5.0],C2,ok-asc
0x004c0610,0x0008c820,string,FUN_004c0610,third-party-library[lua-5.0],C2,ambiguous
0x004c0670,0x0008c870,prop-weak,FUN_004c0670,third-party-library[lua-5.0],C2,ambiguous
0x004c06c0,0x0008c740,mnem,FUN_004c06c0,input,C2,ambiguous
0x004c0700,0x0008c780,prop-weak,FUN_004c0700,third-party-library[lua-5.0],C2,ambiguous
0x004c0740,0x00052a50,prop-weak,FUN_004c0740,third-party-library[lua-5.0],C2,ambiguous
0x004c0790,0x00052aa0,byte-full,FUN_004c0790,third-party-library[renderware],C1,ambiguous
0x004c0b10,0x0004fd60,prop-weak,FUN_004c0b10,render,C2,ambiguous
0x004c0b30,0x0004fe60,prop-weak,FUN_004c0b30,third-party-library[renderware],C1,ambiguous
0x004c0b70,0x0004fd80,prop-weak,FUN_004c0b70,third-party-library[lua-5.0],C2,ambiguous
0x004c0ed0,0x0004ff80,byte-full,FUN_004c0ed0,render,C2,ambiguous
0x004c1300,0x00050020,prop-weak,FUN_004c1300,third-party-library[lua-5.0],C2,ok-asc
0x004c1710,0x000501e0,prop-mnem,FUN_004c1710,third-party-library[lua-5.0],C2,ok-asc
0x004c1800,0x00050d90,prop-weak,FUN_004c1800,third-party-library[lua-5.0],C2,ok-asc
0x004c1b40,0x000525f0,prop-weak,FUN_004c1b40,third-party-library[lua-5.0],C2,ok-asc
0x004c1c10,0x000526c0,string,Camera::SetProjection,util,C2,ok-asc
0x004c1c80,0x00052730,prop-weak,FUN_004c1c80,hud,C3,ok-asc
0x004c1cc0,0x00052780,prop-mnem,FUN_004c1cc0,third-party-library[lua-5.0],C2,ambiguous
0x004c1cf0,0x000527b0,prop-weak,FUN_004c1cf0,third-party-library[lua-5.0],C2,ambiguous
0x004c2c90,0x000504c0,string,FUN_004c2c90,render,C2,ambiguous
0x004c2d70,0x000505a0,interval-mnem,RwPluginRegistryFrozen,render,C4,ok-asc
0x004c2d80,0x000505b0,interval-mnem,FUN_004c2d80,third-party-library[lua-5.0],C2,ok-asc
0x004c2d90,0x000505c0,mnem,FUN_004c2d90,render,C2,ok-asc
0x004c4270,0x00053860,mnem,FUN_004c4270,render,C2,ok-asc
0x004c45f0,0x00053c10,prop-weak,FUN_004c45f0,render,C2,ok-asc
0x004c4dc0,0x00054010,prop-weak,FUN_004c4dc0,util,C2,ok-asc
0x004c59c0,0x00056f20,prop-weak,FUN_004c59c0,render,C2,ok-asc
0x004c5a00,0x00056f70,prop-weak,FUN_004c5a00,render,C2,ok-asc
0x004c5bc0,0x000570d0,prop-weak,FUN_004c5bc0,render,C2,ok-asc
0x004c5c80,0x00057150,prop-weak,FUN_004c5c80,render,C2,ok-asc
0x004c5cb0,0x00057180,prop-weak,FUN_004c5cb0,render,C2,ok-asc
0x004c5da0,0x00057240,prop-mnem,FUN_004c5da0,render,C2,flag
0x004c7650,0x000561e0,prop-weak,FUN_004c7650,render,C2,ambiguous
0x004c7690,0x00056220,const,FUN_004c7690,render,C2,flag
0x004c77c0,0x00056340,prop-weak,FUN_004c77c0,render,C2,ambiguous
0x004c8e50,0x0005e600,const,FUN_004c8e50,render,C2,flag
0x004cbd30,0x0005a720,prop-weak,RwStreamRead,render,C3,ambiguous
0x004cbe80,0x0005a870,prop-weak,RwStreamWrite,save,C4,ambiguous
0x004cc050,0x0005aa30,prop-weak,RwStreamSkip,render,C3,ambiguous
0x004cc160,0x0005ab40,prop-weak,FUN_004cc160,frontend,C3,ambiguous
0x004cc400,0x0005a190,prop-weak,FUN_004cc400,render,C2,ambiguous
0x004cc580,0x0005a250,prop-weak,FUN_004cc580,render,C2,ambiguous
0x004cc5e0,0x0005a2b0,prop-weak,FUN_004cc5e0,render,C2,ambiguous
0x004cc770,0x0005a440,byte-full,FUN_004cc770,render,C2,ambiguous
0x004cc790,0x0005a460,prop-weak,FUN_004cc790,render,C2,ok-asc
0x004ccc50,0x0005aef0,prop-weak,FUN_004ccc50,render,C2,ok-asc
0x004ccde0,0x0005b080,byte-full,FUN_004ccde0,util,C2,ambiguous
0x004cd140,0x0005c9c0,prop-weak,RwRenderCommandBufferReset,render,C3,ambiguous
0x004cd2d0,0x0005cb10,prop-weak,RwRenderIndexedSubmit,render,C2,ambiguous
0x004cdca0,0x00057ef0,prop-weak,FUN_004cdca0,render,C2,ambiguous
0x004cdd00,0x00058c40,prop-weak,FUN_004cdd00,render,C2,ambiguous
0x004cdd60,0x00057f50,prop-weak,FUN_004cdd60,render,C2,ambiguous
0x004ce2d0,0x00058100,prop-weak,FUN_004ce2d0,render,C2,ambiguous
0x004ce480,0x000581b0,prop-weak,FUN_004ce480,render,C2,ambiguous
0x004ce6c0,0x00058460,mnem,FUN_004ce6c0,render,C2,flag
0x004ce790,0x00058490,prop-weak,FUN_004ce790,render,C2,ok-asc
0x004cf430,0x0005d170,prop-mnem,FUN_004cf430,render,C2,ambiguous
0x004cf7d0,0x0005d500,prop-weak,FUN_004cf7d0,render,C2,ambiguous
0x004cfe20,0x002170eb,mnem,FUN_004cfe20,render,C2,ambiguous
0x004d0660,0x00068750,string,FUN_004d0660,render,C2,ambiguous
0x004d3db0,0x0005fc20,const,FUN_004d3db0,render,C2,ambiguous
0x004d3e90,0x0005fcd0,caller,FUN_004d3e90,render,C2,ok-asc
0x004d40c0,0x0005ff00,prop-weak,GetPipelinePtr,render,C3,ok-asc
0x004d40d0,0x0005ff10,prop-weak,FUN_004d40d0,render,C2,ok-asc
0x004d4170,0x0005ffb0,prop-weak,FUN_004d4170,render,C2,ok-asc
0x004d41e0,0x00060020,prop-weak,FUN_004d41e0,render,C2,ok-asc
0x004d52d0,0x00061dd0,prop-weak,FUN_004d52d0,render,C2,ok-asc
0x004d7c60,0x00062720,const,FUN_004d7c60,render,C2,ambiguous
0x004d7de0,0x00062890,prop-weak,FUN_004d7de0,render,C2,ambiguous
0x004d7ff0,0x00012b30,prop-weak,RwIdentityPassthrough,render,C3,ambiguous
0x004d8000,0x00062a90,prop-weak,FUN_004d8000,frontend,C2,ambiguous
0x004d8060,0x00062af0,prop-weak,FUN_004d8060,render,C2,ambiguous
0x004d8480,0x00060cd0,prop-weak,RwErrSlotWrite,render,C3,ambiguous
0x004d84e0,0x00221b4b,mnem,RwResourcesEmptyArena_PopSlot,render,C2,flag
0x004d8560,0x000baad0,prop-weak,FUN_004d8560,util,C3,ambiguous
0x004d8570,0x00062d20,const,RwEngineRegisterStringFunctions,render,C2,ambiguous
0x004da430,0x00064180,mnem,FUN_004da430,render,C2,ok-asc
0x004de1b0,0x00065db0,string,FUN_004de1b0,third-party-library[renderware],C1,flag
0x004e12b0,0x00066ba0,prop-weak,FUN_004e12b0,third-party-library[renderware],C1,ambiguous
0x004e13f0,0x00066950,prop-weak,FUN_004e13f0,third-party-library[renderware],C1,ambiguous
0x004e15f0,0x000669f0,prop-weak,FUN_004e15f0,third-party-library[renderware],C1,ambiguous
0x004e1710,0x00066d70,prop-weak,FUN_004e1710,third-party-library[renderware],C1,ambiguous
0x004e1780,0x00066de0,prop-weak,FUN_004e1780,third-party-library[renderware],C1,ambiguous
0x004e1a90,0x00065470,mnem,FUN_004e1a90,third-party-library[renderware],C1,flag
0x004e1ac0,0x00067080,prop-weak,FUN_004e1ac0,third-party-library[renderware],C1,ok-asc
0x004e1b00,0x000670c0,prop-weak,FUN_004e1b00,third-party-library[renderware],C1,ok-asc
0x004e1b30,0x000670f0,prop-weak,FUN_004e1b30,third-party-library[renderware],C1,ok-asc
0x004e1b60,0x00067120,prop-weak,FUN_004e1b60,third-party-library[renderware],C1,ok-asc
0x004e1c90,0x00067260,mnem,FUN_004e1c90,third-party-library[renderware],C1,ok-asc
0x004e1e70,0x00069bd0,prop-weak,FUN_004e1e70,third-party-library[renderware],C1,ok-asc
0x004e2030,0x00069d90,prop-weak,FUN_004e2030,third-party-library[renderware],C1,ok-asc
0x004e2fa0,0x00069e50,mnem,FUN_004e2fa0,third-party-library[renderware],C1,ok-asc
0x004e2ff0,0x00069ea0,prop-weak,FUN_004e2ff0,third-party-library[renderware],C1,ok-asc
0x004e3470,0x0006b7a0,const,FUN_004e3470,third-party-library[renderware],C1,flag
0x004e42a0,0x0006b170,byte-full,FUN_004e42a0,third-party-library[renderware],C1,ambiguous
0x004e42d0,0x0006b1a0,interval,FUN_004e42d0,third-party-library[renderware],C1,ok-asc
0x004e4300,0x0006b1d0,byte-full,FUN_004e4300,third-party-library[renderware],C1,ok-asc
0x004e4320,0x0006b1f0,byte-full,FUN_004e4320,render,C2,ok-asc
0x004e4350,0x0006b220,interval,FUN_004e4350,render,C2,ok-asc
0x004e4380,0x0006b250,byte-full,FUN_004e4380,third-party-library[renderware],C1,ok-asc
0x004e4440,0x0006b2c0,prop-mnem,FUN_004e4440,third-party-library[renderware],C1,ok-asc
0x004e47b0,0x0006b2d0,byte-full,FUN_004e47b0,third-party-library[renderware],C1,ok-asc
0x004e4800,0x0006b320,prop-mnem,FUN_004e4800,third-party-library[renderware],C1,ok-asc
0x004e4810,0x0006b330,prop-weak,RpWorldAddLight,third-party-library[renderware],C1,ok-asc
0x004e48e0,0x0006d7b0,prop-weak,FUN_004e48e0,third-party-library[renderware],C1,ok-asc
0x004e4900,0x0006d7e0,prop-weak,FUN_004e4900,third-party-library[renderware],C1,ok-asc
0x004e4bd0,0x0006dba0,prop-mnem,FUN_004e4bd0,third-party-library[renderware],C1,ok-asc
0x004e4c00,0x0006dbd0,prop-mnem,FUN_004e4c00,third-party-library[renderware],C1,ok-asc
0x004e4d90,0x0006dcf0,prop-weak,FUN_004e4d90,third-party-library[renderware],C1,ok-asc
0x004e4dd0,0x0006dd30,prop-weak,RpLightCreate,third-party-library[renderware],C1,ok-asc
0x004e5c70,0x0006ebd0,prop-weak,RpWorldForAllWorldSectors,third-party-library[renderware],C1,ok-asc
0x004e5cd0,0x0006ec30,prop-mnem,FUN_004e5cd0,third-party-library[renderware],C1,ok-asc
0x004e5d00,0x0006ec60,prop-mnem,FUN_004e5d00,third-party-library[renderware],C1,ambiguous
0x004e5d30,0x0006ec90,prop-weak,FUN_004e5d30,third-party-library[renderware],C1,ambiguous
0x004e5fc0,0x0006bf10,prop-weak,FUN_004e5fc0,third-party-library[renderware],C1,ambiguous
0x004e6100,0x0006c070,prop-weak,RpAtomicGetWorldBoundingSphere,third-party-library[renderware],C1,ambiguous
