rva,symbol,name,conf,subsystem,file,verdict,imm,detail
0046d320,Idx2Wheel881790Get,Idx2Wheel881790Get,C3,gameplay,PromoLoop_round56.cpp,PASS,DIFF,imm -0x11 +-
0046d360,Idx2Wheel881738Get,Idx2Wheel881738Get,C3,gameplay,PromoLoop_round56.cpp,PASS,DIFF,imm -0x11 +-
0046d4a0,PtrCompute881ec8,PtrCompute881ec8,C3,ai,PromoLoop_round58.cpp,PASS,DIFF,imm -0x10 +0xf
0046d4d0,VecCopy881ec8,VehiclePhysicsMatrixSet,C3,vehicle,PromoLoop_round61.cpp,PASS,DIFF,imm -- +0xf
0046d510,AiVehicleVelocity3,VehicleVelocityWorldGet,C3,ai,AiTargeting.cpp,PASS,DIFF,imm -- +0xf
0046d510,VehicleVelocityWorldGet,VehicleVelocityWorldGet,C3,ai,VehicleVelocityWorldGet.cpp,PASS,DIFF,imm -- +0xf
0046d660,VehTbl881f50Get3,VehTbl881f50Get3,C3,gameplay,PromoLoop_round54.cpp,PASS,DIFF,imm -0x10 +0xf
0046d6a0,VehTbl8820acGet1,VehTbl8820acGet1,C3,ai,PromoLoop_round54.cpp,PASS,DIFF,imm -0x10 +0xf
0046d6d0,VehTbl881f84Get1,VehTbl881f84Get1,C3,ai,PromoLoop_round54.cpp,PASS,DIFF,imm -0x10 +0xf
0046d700,VehicleVec3At9C8Get,VehicleVec3At9C8Get,C4,vehicle,VehicleState.cpp,PASS,DIFF,imm -0x10 +0xf
0046d740,VehicleVec3At6E4Set,VehicleVec3At6E4Set,C3,gameplay,GameplayLeaves_ad3.cpp,PASS,DIFF,imm -0x10 +0xf
0046d7f0,BoundedTableSignClamp46d7f0,FUN_0046d7f0,C3,ai,PromoLoop_sessionB.cpp,PASS,DIFF,imm -0x41 +-
0046dbe0,VehicleRacePositionGet,VehicleRacePositionGet,C4,vehicle,VehicleState.cpp,PASS,same,data=1 ours=15B orig=17B
0046dc00,EntityFieldSet,EntityFieldSet,C3,frontend,GameModeInit.cpp,PASS,same,data=1 ours=19B orig=21B
0046dd80,Float61313cGet,Float61313cGet,C4,gameplay,PromoLoop_round35.cpp,PASS,same,data=1 ours=7B orig=7B
0046dd90,VehField8816f4Set,VehField8816f4Set,C3,gameplay,PromoLoop_sessionB.cpp,PASS,same,data=1 ours=19B orig=21B
0046ddb0,A5_Entry,VehicleWheelForceIntegrator,C4,vehicle,PhysicsChainHooks.cpp,SKIP,,symbol absent from obj (mangled/static/inlined)
00470670,A4_Entry,VehicleControlUpdate,C4,vehicle,PhysicsChainHooks.cpp,SKIP,,symbol absent from obj (mangled/static/inlined)
00471530,ClearTable471530,ClearTable471530,C3,gameplay,PromoLoop_sessionB.cpp,PASS,DIFF,imm -- +0x0
004723d0,Init691500,Init691500,C3,boot,PromoLoop_round51.cpp,PASS,DIFF,imm -- +0x0
00472500,CondGet691500,CondGet691500,C3,gameplay,PromoLoop_round58.cpp,PASS,DIFF,imm -- +0x0
00472520,Table69150cSet,Table69150cSet,C3,gameplay,PromoLoop_round50.cpp,PASS,same,data=1 ours=18B orig=18B
00472550,Table691508Get,Table691508Get,C3,gameplay,PromoLoop_round50.cpp,PASS,same,data=1 ours=14B orig=14B
00472560,Build472560,FUN_00472560,C3,gameplay,PromoLoop_sessionB.cpp,PASS,same,data=1 ours=85B orig=81B
004725f0,InitRange4725f0,FUN_004725f0,C3,gameplay,PromoLoop_sessionB.cpp,PASS,same,data=2 ours=73B orig=76B
00472640,Set86ecc8,Set86ecc8,C3,util,PromoLoop_round32.cpp,PASS,same,data=1 ours=10B orig=10B
00472690,RandIntInRange,FUN_00472690,C3,util,UtilRandIntRange_wfb0f.cpp,PASS,same,data=0 ours=32B orig=32B
004726b0,Dot4726b0,FUN_004726b0,C3,gameplay,PromoLoop_sessionB.cpp,PASS,same,data=0 ours=69B orig=64B
004726f0,Dot4726f0,FUN_004726f0,C3,gameplay,PromoLoop_sessionB.cpp,PASS,same,data=0 ours=77B orig=72B
00472820,Vec3IsValidNonTiny,FUN_00472820,C3,util,Vec3ValidateMixed_cfd622.cpp,PASS,DIFF,"imm -0x1,0x8,0x41 +0xc,0x7ff0"
00472c60,ChromeBaseDraw,ChromeBaseDraw,C3,frontend,DrawQuadPrimitives.cpp,FAIL,DIFF,"data -0x898a98 +0x898a2c,0x898a30,0x898a44,0x898a48,0x898a4c,0x898a60; imm -0x1c +0x10,0xff00ff00"
00472f40,TextGradientV0V1Override,TextGradientV0V1Override,C3,frontend,DrawQuadPrimitives.cpp,FAIL,DIFF,"data -0x898a98 +0x898a2c,0x898a44,0x898a48,0x898a60,0x898a64,0x898a68; imm -0x1c +0x10,0xff00ff00"
004730b0,TextGradientV2V3Override,TextGradientV2V3Override,C3,frontend,DrawQuadPrimitives.cpp,FAIL,DIFF,"data -0x898a98 +0x898a2c,0x898a30,0x898a44,0x898a48,0x898a4c,0x898a60; imm -0x1c +0x10,0xff00ff00"
00473540,GradientQuadHorizAlpha,GradientQuadHorizAlpha,C3,frontend,MenuLeaves_af1.cpp,FAIL,DIFF,"data -0x898a9c +0x898a28,0x898a44,0x898a48,0x898a60,0x898a64,0x898a7c; imm -0x1c,0x30 +0x10,0x2c,0xff00,0xff000000"
004736c0,BorderQuadFourAlpha,BorderQuadFourAlpha,C3,frontend,MenuLeaves_af1.cpp,FAIL,DIFF,"data -0x898a9c +0x898a28,0x898a44,0x898a48,0x898a60,0x898a64,0x898a7c; imm -0x1c,0x30 +0x10,0x18,0x2c,0xff00"
00473870,TextSpriteUVExplicit,TextSpriteUVExplicit,C3,frontend,DrawQuadPrimitives.cpp,FAIL,DIFF,"data -0x898a98 +0x898a30,0x898a44,0x898a48,0x898a4c,0x898a60,0x898a64; imm -0x2,0x1c +0x10,0xff00ff00"
004739f0,TextSpriteScaled,TextSpriteScaled,C3,frontend,DrawQuadPrimitives.cpp,FAIL,DIFF,"data -0x898a98 +0x898a2c,0x898a30,0x898a44,0x898a48,0x898a4c,0x898a60; imm -0x0,0x1c,0x24 +0x10,0x28,0xff00ff00"
00473ee0,LogoOverlayTwin,LogoOverlayDraw,C4,frontend,LogoOverlayTwin.cpp,FAIL,DIFF,"data -0x7d3ff8,0x86ecc8,0x86eccc,0x898a20,0x898a24,0x898a2c +-; imm --0x5a,0x0,0x1,0x2,0x3,0x4 +0x10"
00474d80,ByteFlag474d80,ByteFlag474d80,C3,render,PromoLoop_sessionB.cpp,PASS,DIFF,"imm -0xfffffffb +0x0,0xfb"
00474e60,DegToRad,DegToRad,C3,frontend,Cluster_v1.cpp,PASS,same,data=0 ours=11B orig=11B
00475a60,PendingOpQueueFlush,PendingOpQueueFlush,C4,util,UtilMid.cpp,FAIL,same,data -0x691604 +-
00475f30,ScaledMulAdd475f30,FUN_00475f30,C3,render,PromoLoop_sessionB.cpp,PASS,same,data=3 ours=35B orig=32B
004769a0,ParticleEmitter_SetPosition,ParticleEmitter_SetPosition,C3,render,FrameHelpers_q2.cpp,PASS,same,data=4 ours=38B orig=39B
004769d0,ParticleEmitter_SetVelocity,ParticleEmitter_SetVelocity,C3,render,FrameHelpers_q2.cpp,PASS,same,data=3 ours=30B orig=31B
004769f0,ParticleEmitter_SetColour,ParticleEmitter_SetColour,C3,render,FrameHelpers_q2.cpp,PASS,same,data=2 ours=22B orig=30B
00476a10,Copy476a10,FUN_00476a10,C3,render,PromoLoop_sessionB.cpp,FAIL,DIFF,"data -- +0x692524,0x692528; imm -0x10 +0x4"
00476a30,ParticleEmitter_SetScalar,ParticleEmitter_SetScalar,C3,render,FrameHelpers_q2.cpp,PASS,same,data=1 ours=10B orig=10B
00476a40,ParticleEmitter_SetRGBA,ParticleEmitter_SetRGBA,C3,render,FrameHelpers_q2.cpp,PASS,same,data=5 ours=46B orig=49B
00476a80,Copy476a80,Copy476a80,C3,render,PromoLoop_sessionB.cpp,PASS,same,data=9 ours=78B orig=85B
00476ae0,Batch476ae0,Batch476ae0,C3,render,PromoLoop_sessionB.cpp,PASS,same,data=2 ours=54B orig=68B
00476b30,Set476b30,FUN_00476b30,C3,render,PromoLoop_sessionB.cpp,PASS,same,data=2 ours=77B orig=92B
00476b90,Batch476b90,Batch476b90,C3,render,PromoLoop_sessionB.cpp,PASS,DIFF,imm -0xf8 +0x1
00476be0,Batch476be0,Batch476be0,C3,render,PromoLoop_sessionB.cpp,PASS,same,data=1 ours=33B orig=46B
00476c10,Batch476c10,Batch476c10,C3,vehicle,PromoLoop_sessionB.cpp,PASS,DIFF,imm -0xd8 +-
00476c60,Batch476c60,Batch476c60,C3,render,PromoLoop_sessionB.cpp,PASS,DIFF,"imm -0x8,0xd8 +-"
00476cb0,Batch476cb0,Batch476cb0,C3,vehicle,PromoLoop_sessionB.cpp,PASS,same,data=1 ours=43B orig=68B
00476d00,MultiArrayScatter476d00,FUN_00476d00,C3,render,PromoLoop_sessionB.cpp,FAIL,DIFF,"data -- +0x692524,0x692538,0x69253c,0x692540,0x692544,0x692548; imm -0x8 +0x1"
004773f0,Init4773f0,FUN_004773f0,C3,render,PromoLoop_sessionB.cpp,PASS,same,data=0 ours=84B orig=84B
00477450,Init477450_RegAbi,FUN_00477450,C3,render,PromoLoop_sessionB.cpp,PASS,DIFF,"imm -0x1,0x10 +0x14"
00477b40,ZeroTwoRegions477b40,FUN_00477b40,C3,util,PromoLoop_sessionB.cpp,PASS,same,data=2 ours=35B orig=31B
00477b60,Alloc477b60,FUN_00477b60,C3,render,PromoLoop_sessionB.cpp,FAIL,DIFF,"data -0x693198 +0x693448,0x69344c,0x693450,0x693454; imm -- +0x0"
00477e00,Table69318cSet,Table69318cSet,C3,render,PromoLoop_sessionB.cpp,PASS,same,data=1 ours=19B orig=21B
00478cb0,Memset478cb0,FUN_00478cb0,C3,physics,PromoLoop_sessionB.cpp,PASS,same,data=0 ours=16B orig=16B
00478cc0,RenderWorldStateZeroFill,FUN_00478cc0,C3,render,RenderLeaves_ae2.cpp,PASS,same,data=0 ours=16B orig=16B
0047bc90,Match47bc90_RegAbi,FUN_0047bc90,C3,gameplay,PromoLoop_sessionB.cpp,PASS,DIFF,imm -0x1 +0x8
0047c0b0,ClearColl47c0b0,ClearColl47c0b0,C3,track,PromoLoop_sessionB.cpp,PASS,DIFF,"imm -0x0,0x10 +-"
0047cdc0,StoreDistSq47cdc0,StoreDistSq47cdc0,C3,render,PromoLoop_sessionB.cpp,PASS,same,data=1 ours=24B orig=20B
0047ce00,Table6c9438Get,Table6c9438Get,C3,gameplay,PromoLoop_round55.cpp,PASS,DIFF,imm -0xc8 +0xc7
0047ce40,Search47ce40,Search47ce40,C3,physics,PromoLoop_sessionB.cpp,FAIL,DIFF,data -- +0x6c6eb0; imm -0xc8 +0x4
0047ce70,Global6c6eb0Get,Global6c6eb0Get,C3,gameplay,PromoLoop_round33.cpp,PASS,same,data=1 ours=6B orig=6B
0047ce80,Table6c9758Get,Table6c9758Get,C3,gameplay,PromoLoop_round55.cpp,PASS,DIFF,imm -0xc8 +0xc7
0047d100,BoundedThunk47d100,FUN_0047d100,C3,physics,PromoLoop_sessionB.cpp,PASS,same,data=1 ours=38B orig=36B
0047d130,Table6c71d8Get,Table6c71d8Get,C3,gameplay,PromoLoop_round55.cpp,PASS,DIFF,imm -0xc8 +0xc7
0047d150,SlotObjectField8,SlotObjectField8,C3,gameplay,SlotObjectAccessors.cpp,PASS,DIFF,imm -0xc8 +0xc7
0047ea40,RwpSceneStepWrapper,PhysicsSceneStepWrapper,C3,vehicle,RwpIntegrator.cpp,PASS,same,data=0 ours=21B orig=23B
0047eb30,VehicleCouplingBridge,VehiclePhysicsWorldStep,C3,vehicle,VehicleCouplingBridge.cpp,FAIL,DIFF,"data -0x61331c,0x6146fc,0x614708,0x6c9a78,0x6cad48,0x773920 +-; imm -0x1,0x3,0x5,0x10,0x1c,0x20 +-"
00482030,SubStripQuadUV,SubStripQuadUV,C3,vehicle,SubStripUV.cpp,PASS,DIFF,imm -- +0x1
00482730,Init482730,PhysicsBodySetMaterialColor,C3,vehicle,PromoLoop_sessionB.cpp,PASS,DIFF,imm -0xc +-
00482860,Pool482860,FUN_00482860,C3,vehicle,PromoLoop_sessionB.cpp,PASS,same,data=0 ours=147B orig=147B
00482900,ReplayGetSize,ReplayGetSize,C4,vehicle,ReplayGetSize.cpp,PASS,DIFF,"imm -- +0x2,0x19c"
00482ae0,SplineCubicBlend3,SplineCubicBlend3,C3,vehicle,SplineCubicBlend.cpp,PASS,same,data=0 ours=316B orig=301B
00483a30,ReplayRewind,FUN_00483a30,C3,vehicle,ReplayRewind_ag.cpp,PASS,same,data=0 ours=11B orig=11B
00483ca0,FindNodeStructCopy483ca0,FUN_00483ca0,C3,vehicle,PromoLoop_sessionB.cpp,PASS,same,data=0 ours=102B orig=102B
004840d0,JointPtr6ce81cGet,JointPtr6ce81cGet,C3,vehicle,PromoLoop_round30.cpp,PASS,same,data=1 ours=20B orig=20B
004840f0,Count4840f0,FUN_004840f0,C3,vehicle,PromoLoop_sessionB.cpp,PASS,same,data=2 ours=59B orig=59B
004842b0,Clear4842b0,Clear4842b0,C3,debug-overlay,PromoLoop_sessionB.cpp,PASS,DIFF,imm -- +0x0
00484a50,Insert484a50,FUN_00484a50,C3,world-objects,PromoLoop_sessionB.cpp,PASS,same,data=0 ours=108B orig=108B
00484c70,WorldObjectsBaseGet,WorldObjectsBaseGet,C3,ai,PromoLoop_round20.cpp,PASS,same,data=2 ours=18B orig=18B
00484c90,Zero484c90,FUN_00484c90,C3,util,PromoLoop_sessionB.cpp,FAIL,DIFF,"data -0x6dccbc +0x6dccb8; imm -0x9,0x8c +0x0"
004850b0,Search4850b0,FUN_004850b0,C3,smplfzx,PromoLoop_sessionB.cpp,PASS,same,data=1 ours=42B orig=42B
00485340,Get485340,FUN_00485340,C3,vehicle,PromoLoop_sessionB.cpp,PASS,same,data=2 ours=28B orig=28B
00485360,DynObjListGetCount,DynObjListGetCount,C4,vehicle,PromoLoop_round17.cpp,PASS,same,data=1 ours=6B orig=6B
00485370,DynamicObjectListGetBase,DynamicObjectListGetBase,C4,vehicle,PromoLoop_round11.cpp,PASS,same,data=1 ours=6B orig=6B
00485a00,Init485a00,FUN_00485a00,C3,smplfzx,PromoLoop_sessionB.cpp,PASS,DIFF,imm -- +0x0
00485a70,PoolInsert485a70,PoolInsert485a70,C3,smplfzx,PromoLoop_round45.cpp,PASS,DIFF,imm -- +0x0
00485b30,PoolRemove485b30,PoolRemove485b30,C3,smplfzx,PromoLoop_round46.cpp,PASS,DIFF,"imm -- +0x0,0xffff"
00485bd0,StackPop485bd0,StackPop485bd0,C3,smplfzx,PromoLoop_round48.cpp,PASS,DIFF,imm -- +0x1
00485bf0,StackPush485bf0,StackPush485bf0,C3,smplfzx,PromoLoop_round48.cpp,PASS,DIFF,imm -- +0x4
00486610,ParticleBurst4,FUN_00486610,C3,particle,ParticleBurst_ac1.cpp,PASS,same,data=0 ours=21B orig=21B
00486f90,PoolArrayReset486f90,FUN_00486f90,C3,particle,PromoLoop_sessionB.cpp,PASS,same,data=6 ours=130B orig=140B
00487d00,Particle3rdEmitterSubmit,Particle3rdEmitterSubmit,C4,particle,ScenarioWriters_sa2s1.cpp,PASS,DIFF,imm -- +0x18
00487df0,Set703058_0,Set703058_0,C4,particle,PromoLoop_round29.cpp,PASS,same,data=1 ours=11B orig=11B
00487e40,SkyElementRemove,FUN_00487e40,C3,sky,SkyElementRemove.cpp,PASS,DIFF,imm -0x38 +0x0
00488390,Table86ae38Set,Table86ae38Set,C3,sky,PromoLoop_round50.cpp,PASS,DIFF,imm -0x38 +-
00489290,Reset489290,FUN_00489290,C3,particle,PromoLoop_sessionB.cpp,PASS,DIFF,imm -- +0x0
004893a0,AdjThunk4893a0,FUN_004893a0,C3,gameplay,PromoLoop_sessionB.cpp,PASS,same,data=0 ours=18B orig=16B
004893b0,Inc4893b0,FUN_004893b0,C3,gameplay,PromoLoop_sessionB.cpp,PASS,DIFF,imm -0x4 +-
004893d0,Push4893d0,FUN_004893d0,C3,frontend,PromoLoop_sessionB.cpp,PASS,same,data=0 ours=98B orig=119B
00489450,ContRecSet450,ContRecSet450,C3,gameplay,PromoLoop_round63.cpp,PASS,same,data=0 ours=31B orig=35B
00489480,ContRecSet480,ContRecSet480,C3,gameplay,PromoLoop_round63.cpp,PASS,DIFF,imm -0x4 +-
004894a0,ContRecSet4a0,ContRecSet4a0,C3,gameplay,PromoLoop_round63.cpp,PASS,same,data=0 ours=46B orig=65B
004894f0,Clear894f0,Clear894f0,C4,gameplay,PromoLoop_round47.cpp,PASS,DIFF,imm -- +0x0
004899c0,Fill4899c0,FUN_004899c0,C3,particle,PromoLoop_sessionB.cpp,PASS,DIFF,"imm -0x2,0xc +0x1"
00489da0,Zero489da0,FUN_00489da0,C3,particle,PromoLoop_sessionB.cpp,PASS,DIFF,"imm -0x20 +0x0,0x1"
0048a460,StridedClear2_709238,StridedClear2_709238,C3,particle,PromoLoop_round64.cpp,PASS,DIFF,imm -- +0x0
0048a630,Aabb48a630,FUN_0048a630,C3,ai,PromoLoop_sessionB.cpp,PASS,same,data=0 ours=185B orig=185B
0048a830,ZeroFill48a830,FUN_0048a830,C3,particle,PromoLoop_sessionB.cpp,PASS,same,data=2 ours=32B orig=29B
0048ade0,ZeroFill48ade0,FUN_0048ade0,C3,particle,PromoLoop_sessionB.cpp,PASS,same,data=1 ours=21B orig=19B
0048ebc0,Div48ebc0,FUN_0048ebc0,C3,render,PromoLoop_sessionB.cpp,PASS,same,data=1 ours=30B orig=33B
0048f260,Clear48f260,Clear48f260,C3,util,PromoLoop_sessionB.cpp,PASS,same,data=2 ours=35B orig=35B
0048f590,ParticlePoolAlloc48f590,FUN_0048f590,C3,particle,PromoLoop_sessionB.cpp,FAIL,DIFF,"data -0x76a0d4 +-; imm -0x2,0x24 +0x0"
0048f680,StridedClear76a100,StridedClear76a100,C3,util,PromoLoop_round53.cpp,PASS,same,data=2 ours=33B orig=33B
0048f6b0,StridedClear766a00,StridedClear766a00,C3,util,PromoLoop_round53.cpp,PASS,same,data=2 ours=33B orig=33B
0048f6e0,StridedClear770718,StridedClear770718,C3,util,PromoLoop_round53.cpp,PASS,same,data=2 ours=33B orig=33B
0048f710,StridedClear769f50,StridedClear769f50,C3,util,PromoLoop_round53.cpp,PASS,same,data=2 ours=33B orig=33B
004904d0,UtilZeroTable86a4a0,FUN_004904d0,C3,util,UtilLeaves_ab6.cpp,PASS,same,data=2 ours=33B orig=33B
00490ff0,RainSetCameraScale,FUN_00490ff0,C3,render,RainCameraScale.cpp,PASS,same,data=2 ours=20B orig=20B
00491010,RainLineWidthRangeSet,FUN_00491010,C3,render,RainLineWidthRange.cpp,PASS,same,data=2 ours=19B orig=20B
00491070,Rain491070,RainColorInit,C3,render,PromoLoop_sessionB.cpp,FAIL,DIFF,"data -0x616031,0x616032 +-; imm -- +0x1"
00491bd0,ClearVB491bd0,ClearVB491bd0,C3,render,PromoLoop_sessionB.cpp,PASS,same,data=1 ours=34B orig=40B
004921d0,DisplayInit,DisplayInit,C4,boot,SubsystemInit.cpp,PASS,DIFF,"imm -0x20 +0x0,0x24"
00492270,SubsystemInit,SubsystemInit,C4,boot,SubsystemInit.cpp,PASS,same,data=0 ours=33B orig=31B
004922e0,CarEventTrigger,CarEventTrigger,C3,vehicle,ScenarioWriters_sa2s2.cpp,FAIL,DIFF,"data -- +0x7f105c,0x7f1064,0x7f1068,0x7f106c; imm -- +0x0,0x13"
00492340,CarSlotInit,CarSlotInit,C3,frontend,GameModeInit.cpp,FAIL,DIFF,"data -- +0x7f105c,0x7f1064,0x7f1068,0x7f106c; imm -- +0x0"
00492440,RenderStatsAccumulate,sub_00492440,C3,render,RenderLeaves_ae1.cpp,PASS,DIFF,"imm -0x3c +0x0,0x3b"
004924c0,Set6147b4Triple,Set6147b4Triple,C3,render,PromoLoop_sessionB.cpp,PASS,same,data=3 ours=28B orig=30B
004924e0,Ret6147b4,FogColorGetter,C3,render,PromoLoop_round40.cpp,PASS,same,data=1 ours=6B orig=6B
004924f0,DataZeroFill,sub_004924f0,C3,boot,SubsystemInit.cpp,FAIL,DIFF,"data -0x7f0a40,0x7f0a44,0x7f0a48,0x7f0a4c,0x7f0a50,0x7f0a54 +-; imm -0x1,0x2,0x4,0x9,0xb,0xc +-"
00492770,MainLoopInit,MainLoopInit,C4,boot,FrameDispatch.cpp,PASS,DIFF,imm -- +0x0
00492d10,Global771968Get,Global771968Get,C3,util,PromoLoop_round27.cpp,PASS,same,data=1 ours=6B orig=6B
00492d20,IntroSplashFrameTickShim,IntroSplashFrameTickShim,C3,frontend,IntroSplash.cpp,PASS,same,data=0 ours=13B orig=11B
00492e60,SetDefaultViewWindow,sub_00492e60,C3,render,SubsystemInit.cpp,PASS,DIFF,"imm -0x4,0x8 +-"
00493480,FpsDiscretise,FpsDiscretise,C3,util,FrameDispatch.cpp,PASS,DIFF,"imm -0x3,0x2f,0x35,0x61,0x67,0x93 +0x2,0x6,0x7,0x1f,0x30,0x31"
00493540,thunk_LaunchLangGate,thunk_LaunchLangGate,C3,boot,LaunchHandshake.cpp,PASS,same,data=0 ours=7B orig=5B
00493550,thunk_EngineStopDispatch,thunk_EngineStopDispatch,C3,boot,LaunchHandshake.cpp,PASS,same,data=0 ours=7B orig=5B
00493560,thunk_HwExitDispatch,thunk_FUN_004954f0,C3,boot,LaunchHandshake.cpp,PASS,same,data=0 ours=7B orig=5B
00493570,Set77196c_1,Set77196c_1,C3,util,PromoLoop_round29.cpp,PASS,same,data=1 ours=11B orig=11B
00493580,Set771970_1,Set771970_1,C3,util,PromoLoop_round29.cpp,PASS,same,data=1 ours=11B orig=11B
00493590,Set771968_1,Set771968_1,C3,util,PromoLoop_round34.cpp,PASS,same,data=1 ours=11B orig=11B
004938c0,SoftwareTidyUpBeforeExiting,SoftwareTidyUpBeforeExiting,C4,render,LaunchHandshake.cpp,PASS,same,data=0 ours=35B orig=25B
004938e0,Walk4938e0,FUN_004938e0,C3,util,PromoLoop_sessionB.cpp,PASS,same,data=1 ours=29B orig=28B
00493b40,Ret3,Ret3,C3,util,PromoLoop_round40.cpp,SKIP,,no Ghidra bounds for RVA
00493f70,VideoStateFlagGet,VideoStateFlagGet,C4,frontend,SplashGameMode_t5.cpp,PASS,same,data=1 ours=6B orig=6B
00493f80,IntroVideoDimGetter,IntroVideoDimGetter,C4,frontend,IntroSplash.cpp,PASS,same,data=4 ours=47B orig=51B
00493fc0,AspectRatioGlobalGet,AspectRatioGlobalGet,C4,frontend,SplashGameMode_t5.cpp,PASS,same,data=1 ours=6B orig=6B
004944b0,Zero4944b0,FUN_004944b0,C3,util,PromoLoop_sessionB.cpp,PASS,same,data=0 ours=9B orig=9B
00494ef0,ThunkVideoStateGet,ThunkVideoStateGet,C4,boot,Teardown.cpp,FAIL,same,data -- +0x771a04
00494f30,AspectRatioSnapshot,AspectRatioSnapshot,C4,frontend,SplashGameMode_t5.cpp,PASS,same,data=2 ours=18B orig=16B
00495120,TimerQpfStore,TimerQpfStore,C3,util,PromoLoop_round7.cpp,PASS,same,data=2 ours=39B orig=43B
00495270,HWNDGet,HWNDGet,C3,render,PromoLoop_round20.cpp,PASS,same,data=0 ours=14B orig=12B
00495520,Get771e78,Get771e78,C3,input,PromoLoop_sessionB.cpp,PASS,same,data=1 ours=6B orig=6B
00495530,CreateDInputObject,CreateDInputObject,C3,input,DirectInput.cpp,PASS,DIFF,imm -- +0x8
004955b0,DInputInitPredicate,DInputInitPredicate,C3,input,RwEngineInit.cpp,PASS,same,data=0 ours=13B orig=12B
004955b0,CreateDInputObjectBool,DInputInitPredicate,C3,input,DirectInput.cpp,PASS,DIFF,"imm -- +0x0,0x1"
00495790,Global772facGet,Global772facGet,C3,input,PromoLoop_round34.cpp,PASS,same,data=1 ours=6B orig=6B
004957a0,Grid4957a0,FUN_004957a0,C3,input,PromoLoop_sessionB.cpp,PASS,same,data=7 ours=131B orig=136B
00495830,JoypadStrcpy,JoypadStrcpy,C3,input,DirectInput.cpp,PASS,DIFF,"imm -- +0x0,0x10"
004963e0,ConfigLogError,ConfigLogError,C4,save,SettingsConfig.cpp,PASS,DIFF,imm -- +0x0
00496400,ConfigLogDebug,ConfigLogDebug,C4,save,SettingsConfig.cpp,PASS,DIFF,"imm -0x14,0x204 +0x0,0x8,0xc,0x20c"
00496900,SlotActiveThunk,SlotActiveThunk,C4,vehicle,PromoLoop_round24.cpp,PASS,same,data=0 ours=7B orig=5B
00496910,Global772ffcGet,Global772ffcGet,C3,input,PromoLoop_round33.cpp,PASS,same,data=1 ours=6B orig=6B
00496920,TimerTable772ffcGet,TimerTable772ffcGet,C3,util,PromoLoop_round17.cpp,PASS,same,data=1 ours=12B orig=12B
00496930,TimerTable773030Get,Table773030Get,C3,util,PromoLoop_round17.cpp,PASS,same,data=1 ours=12B orig=12B
00496930,Table773030Get,Table773030Get,C3,util,PromoLoop_round30.cpp,PASS,same,data=1 ours=12B orig=12B
00497000,Proj497000,Proj497000,C3,render,PromoLoop_sessionB.cpp,PASS,DIFF,imm -- +0x0
004971b0,ControllerConfigLoad_j5,ControllerConfigLoad_j5,C3,input,DInput.cpp,FAIL,DIFF,"data -0x7e95c0 +-; imm -0x1,0x8,0x9,0x10,0x1c,0x200 +-"
00497450,Pred497450,Pred497450,C3,input,PromoLoop_sessionB.cpp,PASS,same,data=1 ours=24B orig=31B
00498910,ConfigFilenameGet,ConfigFilenameGet,C4,save,SettingsConfig.cpp,FAIL,DIFF,"data -0x7731ec,0x7731f0,0x7731f4 +-; imm -- +0x1,0x8,0xc"
00498950,ConfigLoad,ConfigLoad,C4,save,SettingsConfig.cpp,PASS,DIFF,"imm -0x14 +0x0,0x8,0xc,0x40"
004989b0,ConfigSave,ConfigSave,C4,save,SettingsCfg.cpp,PASS,DIFF,"imm -0x14 +0x0,0x4,0x8"
00498bc0,VideoGetRenderWidth,VideoGetRenderWidth,C4,render,VideoConfig.cpp,PASS,same,data=1 ours=6B orig=6B
00498bd0,VideoGetRenderHeight,VideoGetRenderHeight,C4,render,VideoConfig.cpp,PASS,same,data=1 ours=6B orig=6B
00498be0,RenderBitDepthGet,RenderBitDepthGet,C3,render,PromoLoop_round9.cpp,PASS,same,data=1 ours=6B orig=6B
00498bf0,DisplayActiveFlagGet,DisplayActiveFlagGet,C4,render,FrameDispatch.cpp,PASS,same,data=1 ours=6B orig=6B
00498bf0,DisplayGetCursorGate,DisplayActiveFlagGet,C4,render,VideoConfig.cpp,PASS,same,data=1 ours=6B orig=6B
00498d20,ReadModeFromCombo_j5,ReadModeFromCombo_j5,C4,save,SettingsDialog.cpp,FAIL,DIFF,"data -0x773200 +-; imm -0x0,0x147,0x150,0x3e9 +-"
00498d60,PopulateModeCombo_s2,PopulateModeCombo,C4,save,SettingsDialog.cpp,FAIL,DIFF,"data -0x7731f8,0x773408,0x77340c,0x773418 +-; imm -0x0,0x1,0x2,0x4,0x18,0x48 +-"
00498f60,VideoDialogInit_i3,VideoDialogInit_i3,C4,save,SettingsAndIO.cpp,FAIL,DIFF,"data -0x7719e8,0x7731fc,0x773200,0x7733a4,0x7733a8,0x7733ac +-; imm -0x0,0x1,0x2,0x4,0x8,0x50 +-"
00499170,SubsystemSelectionChanged_i3,SubsystemSelectionChanged_i3,C4,save,SettingsAndIO.cpp,FAIL,DIFF,"data -0x773200,0x77340c +-; imm -0x0,0x4,0x147,0x14b,0x14e,0x150 +-"
004991f0,VideoSettingsDlgProc_s2,VideoSettingsDlgProc,C4,save,SettingsDialog.cpp,SKIP,,no Ghidra bounds for RVA
00499690,WindowMsgPump,WindowMsgPump,C3,boot,Window.cpp,PASS,same,data=4 ours=93B orig=89B
